"","chr","hg38.start","hg38.end","hg19.coord","score","strand","hg38.coord","hg38.id","DS.gok","DS.liu","DS.sy5y","DS.esc","DS.org","nDS","DB.atlas","DB.pedia","DB.base","DB.fun","nDB", "reason.excluded"
"1574","chr2",109564366,109565859,"chr2_110321943_110323436_-",0,"-","chr2_109564366_109565859_-","chr2_109564366_109565859_","FALSE","FALSE","FALSE","TRUE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: 40795"
"1575","chr2",109564366,109585838,"chr2_110321943_110343415_-",0,"-","chr2_109564366_109585838_-","chr2_109564366_109585838_","FALSE","FALSE","FALSE","TRUE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: 40795"
"1576","chr2",109564366,109585838,"chr2_110321943_110343415_+",0,"+","chr2_109564366_109585838_+","chr2_109564366_109585838_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1577","chr2",109567815,109574767,"chr2_110325392_110332344_-",0,"-","chr2_109567815_109574767_-","chr2_109567815_109574767_","FALSE","FALSE","FALSE","TRUE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: 40795"
"1578","chr2",109585126,109585838,"chr2_110342703_110343415_-",0,"-","chr2_109585126_109585838_-","chr2_109585126_109585838_","FALSE","FALSE","TRUE","TRUE","FALSE",2,"TRUE","TRUE","FALSE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: 40795"
"1579","chr2",109585126,109593119,"chr2_110342703_110350696_+",0,"+","chr2_109585126_109593119_+","chr2_109585126_109593119_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1580","chr2",110161603,110163132,"chr2_110919180_110920709_+",0,"+","chr2_110161603_110163132_+","chr2_110161603_110163132_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1581","chr2",111858306,111873664,"chr2_112615883_112631241_+",0,"+","chr2_111858306_111873664_+","chr2_111858306_111873664_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: AC093166.4"
"1582","chr2",112059977,112116203,"chr2_112817554_112873780_-",0,"-","chr2_112059977_112116203_-","chr2_112059977_112116203_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1583","chr2",112299849,112318068,"chr2_113057426_113075645_-",0,"-","chr2_112299849_112318068_-","chr2_112299849_112318068_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1584","chr2",113729401,113750568,"chr2_114486978_114508145_+",0,"+","chr2_113729401_113750568_+","chr2_113729401_113750568_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1585","chr2",113830852,113831585,"chr2_114588429_114589162_-",0,"-","chr2_113830852_113831585_-","chr2_113830852_113831585_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1586","chr2",117490977,117501554,"chr2_118248553_118259130_+",0,"+","chr2_117490977_117501554_+","chr2_117490977_117501554_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1587","chr2",119920069,119934958,"chr2_120677645_120692534_-",0,"-","chr2_119920069_119934958_-","chr2_119920069_119934958_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1588","chr2",119920069,119967972,"chr2_120677645_120725548_-",0,"-","chr2_119920069_119967972_-","chr2_119920069_119967972_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1589","chr2",119926598,119945240,"chr2_120684174_120702816_-",0,"-","chr2_119926598_119945240_-","chr2_119926598_119945240_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1590","chr2",120076971,120093276,"chr2_120834547_120850852_-",0,"-","chr2_120076971_120093276_-","chr2_120076971_120093276_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1591","chr2",121503167,121530325,"chr2_122260743_122287901_+",0,"+","chr2_121503167_121530325_+","chr2_121503167_121530325_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1592","chr2",127989564,127993308,"chr2_128747138_128750882_+",0,"+","chr2_127989564_127993308_+","chr2_127989564_127993308_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1593","chr2",132725627,132732051,"chr2_133483200_133489624_+",0,"+","chr2_132725627_132732051_+","chr2_132725627_132732051_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1594","chr2",134317529,134318739,"chr2_135075100_135076310_-",0,"-","chr2_134317529_134318739_-","chr2_134317529_134318739_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1595","chr2",134713200,134869041,"chr2_135470770_135626611_-",0,"-","chr2_134713200_134869041_-","chr2_134713200_134869041_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1596","chr2",134735461,134869041,"chr2_135493031_135626611_-",0,"-","chr2_134735461_134869041_-","chr2_134735461_134869041_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1597","chr2",135129995,135135932,"chr2_135887565_135893502_-",0,"-","chr2_135129995_135135932_-","chr2_135129995_135135932_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1598","chr2",135602500,135605016,"chr2_136360070_136362586_-",0,"-","chr2_135602500_135605016_-","chr2_135602500_135605016_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1599","chr2",135631718,135639122,"chr2_136389288_136396692_-",0,"-","chr2_135631718_135639122_-","chr2_135631718_135639122_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1600","chr2",135675332,135680324,"chr2_136432902_136437894_-",0,"-","chr2_135675332_135680324_-","chr2_135675332_135680324_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1601","chr2",135675332,135695906,"chr2_136432902_136453476_-",0,"-","chr2_135675332_135695906_-","chr2_135675332_135695906_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1602","chr2",135748267,135770735,"chr2_136505837_136528305_-",0,"-","chr2_135748267_135770735_-","chr2_135748267_135770735_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1603","chr2",135761818,135770735,"chr2_136519388_136528305_-",0,"-","chr2_135761818_135770735_-","chr2_135761818_135770735_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1604","chr2",135769769,135770735,"chr2_136527339_136528305_-",0,"-","chr2_135769769_135770735_-","chr2_135769769_135770735_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1605","chr2",135769769,135776351,"chr2_136527339_136533921_-",0,"-","chr2_135769769_135776351_-","chr2_135769769_135776351_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1606","chr2",140270242,140475337,"chr2_141027811_141232906_+",0,"+","chr2_140270242_140475337_+","chr2_140270242_140475337_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1607","chr2",140442504,140475337,"chr2_141200073_141232906_+",0,"+","chr2_140442504_140475337_+","chr2_140442504_140475337_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1608","chr2",144141882,144211579,"chr2_144899449_144969146_+",0,"+","chr2_144141882_144211579_+","chr2_144141882_144211579_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1609","chr2",144141882,144235737,"chr2_144899449_144993304_+",0,"+","chr2_144141882_144235737_+","chr2_144141882_144235737_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1610","chr2",147389773,147391995,"chr2_148147341_148149563_-",0,"-","chr2_147389773_147391995_-","chr2_147389773_147391995_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1611","chr2",147896301,147899898,"chr2_148653870_148657467_-",0,"-","chr2_147896301_147899898_-","chr2_147896301_147899898_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: AC009480.3"
"1612","chr2",149468645,149486345,"chr2_150325159_150342859_+",0,"+","chr2_149468645_149486345_+","chr2_149468645_149486345_","TRUE","TRUE","FALSE","FALSE","FALSE",2,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1613","chr2",149827038,149848011,"chr2_150683552_150704525_+",0,"+","chr2_149827038_149848011_+","chr2_149827038_149848011_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: AC144449.1"
"1614","chr2",152575136,152581049,"chr2_153431650_153437563_-",0,"-","chr2_152575136_152581049_-","chr2_152575136_152581049_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1615","chr2",159715681,159743253,"chr2_160572192_160599764_+",0,"+","chr2_159715681_159743253_+","chr2_159715681_159743253_","FALSE","FALSE","FALSE","TRUE","FALSE",1,"TRUE","TRUE","TRUE","FALSE",3,"ERROR: no Ensembl ID found for gene symbol/alias: 40608"
"1616","chr2",159729009,159748903,"chr2_160585520_160605414_-",0,"-","chr2_159729009_159748903_-","chr2_159729009_159748903_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1617","chr2",159729009,159752571,"chr2_160585520_160609082_+",0,"+","chr2_159729009_159752571_+","chr2_159729009_159752571_","TRUE","FALSE","TRUE","TRUE","TRUE",4,"TRUE","TRUE","FALSE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: 2019-03-07 00:00:00"
"1618","chr2",159743061,159745937,"chr2_160599572_160602448_+",0,"+","chr2_159743061_159745937_+","chr2_159743061_159745937_","FALSE","FALSE","FALSE","TRUE","FALSE",1,"TRUE","TRUE","FALSE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: 40608"
"1619","chr2",159743061,159748903,"chr2_160599572_160605414_+",0,"+","chr2_159743061_159748903_+","chr2_159743061_159748903_","TRUE","FALSE","FALSE","TRUE","TRUE",3,"TRUE","TRUE","FALSE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: 2019-03-07 00:00:00"
"1620","chr2",159743061,159752571,"chr2_160599572_160609082_+",0,"+","chr2_159743061_159752571_+","chr2_159743061_159752571_","FALSE","FALSE","FALSE","TRUE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: 40608"
"1621","chr2",159745770,159748903,"chr2_160602281_160605414_+",0,"+","chr2_159745770_159748903_+","chr2_159745770_159748903_","TRUE","FALSE","FALSE","TRUE","FALSE",2,"TRUE","TRUE","TRUE","FALSE",3,"ERROR: no Ensembl ID found for gene symbol/alias: 2019-03-07 00:00:00"
"1622","chr2",159747805,159752571,"chr2_160604316_160609082_+",0,"+","chr2_159747805_159752571_+","chr2_159747805_159752571_","TRUE","FALSE","FALSE","TRUE","FALSE",2,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: 2019-03-07 00:00:00"
"1623","chr2",159747805,159759358,"chr2_160604316_160615869_+",0,"+","chr2_159747805_159759358_+","chr2_159747805_159759358_","FALSE","FALSE","FALSE","TRUE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: 40608"
"1624","chr2",162884606,162934099,"chr2_163741116_163790609_+",0,"+","chr2_162884606_162934099_+","chr2_162884606_162934099_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1625","chr2",164521980,164547816,"chr2_165378490_165404326_+",0,"+","chr2_164521980_164547816_+","chr2_164521980_164547816_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1626","chr2",168012634,168129758,"chr2_168869144_168986268_+",0,"+","chr2_168012634_168129758_+","chr2_168012634_168129758_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1627","chr2",168012634,168182090,"chr2_168869144_169038600_+",0,"+","chr2_168012634_168182090_+","chr2_168012634_168182090_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1628","chr2",168129541,168167407,"chr2_168986051_169023917_+",0,"+","chr2_168129541_168167407_+","chr2_168129541_168167407_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1629","chr2",168138088,168167407,"chr2_168994598_169023917_+",0,"+","chr2_168138088_168167407_+","chr2_168138088_168167407_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1630","chr2",169509767,169518375,"chr2_170366277_170374885_-",0,"-","chr2_169509767_169518375_-","chr2_169509767_169518375_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1631","chr2",169631846,169636495,"chr2_170488356_170493005_-",0,"-","chr2_169631846_169636495_-","chr2_169631846_169636495_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1632","chr2",169646069,169675040,"chr2_170502579_170531550_+",0,"+","chr2_169646069_169675040_+","chr2_169646069_169675040_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1633","chr2",169649182,169675040,"chr2_170505692_170531550_+",0,"+","chr2_169649182_169675040_+","chr2_169649182_169675040_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1634","chr2",171006147,171011454,"chr2_171862657_171867964_+",0,"+","chr2_171006147_171011454_+","chr2_171006147_171011454_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1635","chr2",171046174,171058197,"chr2_171902684_171914707_+",0,"+","chr2_171046174_171058197_+","chr2_171046174_171058197_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1636","chr2",171324044,171339554,"chr2_172180554_172196064_+",0,"+","chr2_171324044_171339554_+","chr2_171324044_171339554_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1637","chr2",171448681,171476950,"chr2_172305191_172333460_-",0,"-","chr2_171448681_171476950_-","chr2_171448681_171476950_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1638","chr2",173954873,173956232,"chr2_174819601_174820960_+",0,"+","chr2_173954873_173956232_+","chr2_173954873_173956232_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1639","chr2",174915058,174952202,"chr2_175779786_175816930_+",0,"+","chr2_174915058_174952202_+","chr2_174915058_174952202_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1640","chr2",178414954,178415159,"chr2_179279681_179279886_-",0,"-","chr2_178414954_178415159_-","chr2_178414954_178415159_","FALSE","FALSE","TRUE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: AC009948.5"
"1641","chr2",183151508,183182680,"chr2_184016236_184047408_+",0,"+","chr2_183151508_183182680_+","chr2_183151508_183182680_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1642","chr2",185739346,185753848,"chr2_186604073_186618575_-",0,"-","chr2_185739346_185753848_-","chr2_185739346_185753848_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: AC007966.1"
"1643","chr2",185739346,185756278,"chr2_186604073_186621005_-",0,"-","chr2_185739346_185756278_-","chr2_185739346_185756278_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: AC007966.1"
"1644","chr2",185800080,185952902,"chr2_186664807_186817629_-",0,"-","chr2_185800080_185952902_-","chr2_185800080_185952902_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1645","chr2",185826016,185952902,"chr2_186690743_186817629_-",0,"-","chr2_185826016_185952902_-","chr2_185826016_185952902_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1646","chr2",186038331,186086370,"chr2_186903058_186951097_-",0,"-","chr2_186038331_186086370_-","chr2_186038331_186086370_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1647","chr2",186081330,186086370,"chr2_186946057_186951097_-",0,"-","chr2_186081330_186086370_-","chr2_186081330_186086370_","TRUE","FALSE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: AC097500.2"
"1648","chr2",186081330,186099830,"chr2_186946057_186964557_-",0,"-","chr2_186081330_186099830_-","chr2_186081330_186099830_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1649","chr2",190510361,190525378,"chr2_191375087_191390104_+",0,"+","chr2_190510361_190525378_+","chr2_190510361_190525378_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1650","chr2",190568073,190573419,"chr2_191432799_191438145_+",0,"+","chr2_190568073_190573419_+","chr2_190568073_190573419_","TRUE","TRUE","FALSE","FALSE","FALSE",2,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1651","chr2",194575559,194579237,"chr2_195440283_195443961_+",0,"+","chr2_194575559_194579237_+","chr2_194575559_194579237_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1652","chr2",195680032,195728349,"chr2_196544756_196593073_-",0,"-","chr2_195680032_195728349_-","chr2_195680032_195728349_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1653","chr2",195957261,195988229,"chr2_196821985_196852953_+",0,"+","chr2_195957261_195988229_+","chr2_195957261_195988229_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1654","chr2",199348701,199381820,"chr2_200213424_200246543_+",0,"+","chr2_199348701_199381820_+","chr2_199348701_199381820_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1655","chr2",199348701,199433514,"chr2_200213424_200298237_+",0,"+","chr2_199348701_199433514_+","chr2_199348701_199433514_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1656","chr2",200329431,200440784,"chr2_201194154_201305507_-",0,"-","chr2_200329431_200440784_-","chr2_200329431_200440784_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1657","chr2",200856682,200861862,"chr2_201721405_201726585_+",0,"+","chr2_200856682_200861862_+","chr2_200856682_200861862_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1658","chr2",201016991,201024039,"chr2_201881714_201888762_+",0,"+","chr2_201016991_201024039_+","chr2_201016991_201024039_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1659","chr2",201330470,201364173,"chr2_202195193_202228896_-",0,"-","chr2_201330470_201364173_-","chr2_201330470_201364173_","FALSE","TRUE","FALSE","FALSE","TRUE",2,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1660","chr2",201915544,201925479,"chr2_202780267_202790202_-",0,"-","chr2_201915544_201925479_-","chr2_201915544_201925479_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1661","chr2",202755538,202759353,"chr2_203620261_203624076_-",0,"-","chr2_202755538_202759353_-","chr2_202755538_202759353_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1662","chr2",202952559,202961426,"chr2_203817282_203826149_-",0,"-","chr2_202952559_202961426_-","chr2_202952559_202961426_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1663","chr2",205104426,205125737,"chr2_205969150_205990461_-",0,"-","chr2_205104426_205125737_-","chr2_205104426_205125737_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1664","chr2",206094922,206095791,"chr2_206959646_206960515_+",0,"+","chr2_206094922_206095791_+","chr2_206094922_206095791_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1665","chr2",206801164,206879440,"chr2_207665888_207744164_+",0,"+","chr2_206801164_206879440_+","chr2_206801164_206879440_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1666","chr2",206841107,206879440,"chr2_207705831_207744164_+",0,"+","chr2_206841107_206879440_+","chr2_206841107_206879440_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1667","chr2",206841107,206881891,"chr2_207705831_207746615_+",0,"+","chr2_206841107_206881891_+","chr2_206841107_206881891_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1668","chr2",206841107,206935001,"chr2_207705831_207799725_+",0,"+","chr2_206841107_206935001_+","chr2_206841107_206935001_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1669","chr2",206855486,206879440,"chr2_207720210_207744164_+",0,"+","chr2_206855486_206879440_+","chr2_206855486_206879440_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1670","chr2",206863396,206879440,"chr2_207728120_207744164_+",0,"+","chr2_206863396_206879440_+","chr2_206863396_206879440_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"1671","chr2",206863396,206881891,"chr2_207728120_207746615_+",0,"+","chr2_206863396_206881891_+","chr2_206863396_206881891_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
