"","Id","Gene symbol","FBN","H9_ESC"
"chr18_9557219_9559602_-","chr18_9557219_9559602","PPP4R1",0.0117184587779893,0
"chr18_9563376_9614268_-","chr18_9563376_9614268","PPP4R1",0,0.0123917999147618
"chr18_9570155_9577189_-","chr18_9570155_9577189","PPP4R1",0.0117184587779893,0
"chr18_9570155_9595100_-","chr18_9570155_9595100","PPP4R1",0.0117184587779893,0
"chr18_9577062_9584826_-","chr18_9577062_9584826","PPP4R1",0.0117184587779893,0
"chr18_9577062_9595100_-","chr18_9577062_9595100","PPP4R1",0.0351553763339678,0
"chr18_9583115_9593872_-","chr18_9583115_9593872","PPP4R1",0.0117184587779893,0
"chr18_9583115_9595100_-","chr18_9583115_9595100","PPP4R1",0.269524551893753,0
"chr18_9583115_9595151_-","chr18_9583115_9595151","PPP4R1",0.304679928227721,0
"chr18_9588087_9595100_-","chr18_9588087_9595100","PPP4R1",0.0117184587779893,0
"chr18_9588087_9595151_-","chr18_9588087_9595151","PPP4R1",0.0117184587779893,0
"chr18_9588709_9595100_-","chr18_9588709_9595100","PPP4R1",0.0117184587779893,0
"chr18_9593766_9595100_-","chr18_9593766_9595100","PPP4R1",0.0234369175559785,0
"chr18_9775275_9815219_+","chr18_9775275_9815219","RAB31",0.0351553763339678,0.0123917999147618
"chr18_9792151_9815219_+","chr18_9792151_9815219","RAB31",0,0.0247835998295235
"chr18_9814017_9815219_+","chr18_9814017_9815219","RAB31",0.0117184587779893,0
"chr18_9931807_9937063_+","chr18_9931807_9937063","VAPA",0.0820292114459249,0.0371753997442853
"chr18_9931807_9950565_+","chr18_9931807_9950565","VAPA",0.0351553763339678,0
"chr18_9936107_9937063_+","chr18_9936107_9937063","VAPA",0.0117184587779893,0
"chr19_10220589_10220922_+","chr19_10220589_10220922","PPAN",0,0.0123917999147618
"chr19_10254442_10257200_-","chr19_10254442_10257200","DNMT1",0.0351553763339678,0
"chr19_10262074_10273424_-","chr19_10262074_10273424","DNMT1",0,0.0123917999147618
"chr19_10274002_10288043_-","chr19_10274002_10288043","DNMT1",0,0.0123917999147618
"chr19_1031070_1032695_+","chr19_1031070_1032695","CNN2",0,0.0123917999147618
"chr19_1032391_1032695_+","chr19_1032391_1032695","CNN2",0,0.0619589995738088
"chr19_10368898_10369361_+","chr19_10368898_10369361","MRPL4",0.0117184587779893,0
"chr19_10741733_10742832_+","chr19_10741733_10742832","SLC44A2",0.0117184587779893,0
"chr19_10781192_10794646_+","chr19_10781192_10794646","ILF3",0,0.0123917999147618
"chr19_10792669_10793938_+","chr19_10792669_10793938","ILF3",0.0117184587779893,0
"chr19_10817978_10818291_+","chr19_10817978_10818291","QTRT1",0.0117184587779893,0
"chr19_10883155_10887892_+","chr19_10883155_10887892","DNM2",0.0117184587779893,0
"chr19_10906048_10935897_+","chr19_10906048_10935897","DNM2",0.0117184587779893,0
"chr19_1090907_1091906_-","chr19_1090907_1091906","POLR2E",0.0117184587779893,0
"chr19_10916592_10930765_+","chr19_10916592_10930765","DNM2",0.0117184587779893,0.0123917999147618
"chr19_11015627_11019883_+","chr19_11015627_11019883","CARM1",0.0351553763339678,0
"chr19_11018715_11019883_+","chr19_11018715_11019883","CARM1",0,0.0247835998295235
"chr19_11113705_11114073_+","chr19_11113705_11114073","SMARCA4",0.0117184587779893,0
"chr19_11118578_11121207_+","chr19_11118578_11121207","SMARCA4",0,0.0123917999147618
"chr19_11134194_11134307_+","chr19_11134194_11134307","SMARCA4",0,0.0123917999147618
"chr19_11168931_11170863_+","chr19_11168931_11170863","SMARCA4",0,0.0123917999147618
"chr19_11210899_11224438_+","chr19_11210899_11224438","LDLR",0.0117184587779893,0
"chr19_11223954_11224438_+","chr19_11223954_11224438","LDLR",0.0703107526679357,0.0123917999147618
"chr19_11230768_11231198_+","chr19_11230768_11231198","LDLR",0.0820292114459249,0.0371753997442853
"chr19_11230768_11234020_+","chr19_11230768_11234020","LDLR",0.0117184587779893,0
"chr19_11230768_11238761_+","chr19_11230768_11238761","LDLR",0.0234369175559785,0
"chr19_11526613_11527733_-","chr19_11526613_11527733","RGL3",0,0.0123917999147618
"chr19_11548697_11548945_+","chr19_11548697_11548945","PRKCSH",0.0117184587779893,0
"chr19_11759173_11761232_+","chr19_11759173_11761232","ZNF833P",0.0234369175559785,0
"chr19_12157183_12157575_-","chr19_12157183_12157575","ZNF878",0.0117184587779893,0
"chr19_12256073_12258617_-","chr19_12256073_12258617","ZNF625",0.0117184587779893,0
"chr19_1271328_1272050_+","chr19_1271328_1272050","CIRBP",0.0820292114459249,0
"chr19_12734514_12735524_+","chr19_12734514_12735524","ZNF791",0.0234369175559785,0
"chr19_12790271_12791139_-","chr19_12790271_12791139","DHPS",0,0.0495671996590471
"chr19_12800186_12800444_-","chr19_12800186_12800444","FBXW9",0,0.0123917999147618
"chr19_12825635_12826553_-","chr19_12825635_12826553","TNPO2",0.0234369175559785,0
"chr19_12856191_12856573_+","chr19_12856191_12856573","ASNA1",0,0.0123917999147618
"chr19_13039156_13039661_-","chr19_13039156_13039661","FARSA",0.292961469449732,0.0247835998295235
"chr19_13223710_13226280_-","chr19_13223710_13226280","TRMT1",0,0.0123917999147618
"chr19_13427926_13441147_-","chr19_13427926_13441147","CACNA1A",0.0117184587779893,0
"chr19_13441058_13445307_-","chr19_13441058_13445307","CACNA1A",0.0234369175559785,0
"chr19_13443683_13445307_-","chr19_13443683_13445307","CACNA1A",0.0351553763339678,0
"chr19_13470420_13476283_-","chr19_13470420_13476283","CACNA1A",0.0117184587779893,0
"chr19_13470420_13482593_-","chr19_13470420_13482593","CACNA1A",0.0117184587779893,0.0123917999147618
"chr19_1356323_1361031_+","chr19_1356323_1361031","MUM1",0.0117184587779893,0
"chr19_1356323_1373159_+","chr19_1356323_1373159","MUM1",0.0117184587779893,0
"chr19_13936364_13939540_+","chr19_13936364_13939540","ZSWIM4",0,0.0123917999147618
"chr19_14568843_14569187_+","chr19_14568843_14569187","PKN1",0.0234369175559785,0.0371753997442853
"chr19_14815866_14817585_+","chr19_14815866_14817585","ZNF333",0,0.0123917999147618
"chr19_15072814_15073157_-","chr19_15072814_15073157","SLC1A6",0.0117184587779893,0
"chr19_15228692_15230326_-","chr19_15228692_15230326","ILVBL",0.0234369175559785,0
"chr19_15280897_15281636_-","chr19_15280897_15281636","NOTCH3",0.0117184587779893,0
"chr19_15295106_15303330_-","chr19_15295106_15303330","NOTCH3",0.0117184587779893,0
"chr19_15364963_15383944_-","chr19_15364963_15383944","BRD4",0.0117184587779893,0
"chr19_15378227_15383944_-","chr19_15378227_15383944","BRD4",0,0.0123917999147618
"chr19_16198837_16199930_+","chr19_16198837_16199930","TPM4",0.0234369175559785,0
"chr19_16535894_16548676_-","chr19_16535894_16548676","EPS15L1",0.0117184587779893,0
"chr19_16790795_16791392_+","chr19_16790795_16791392","TMEM38A",0.0117184587779893,0
"chr19_16790795_16793319_+","chr19_16790795_16793319","TMEM38A",0.0585922938899464,0
"chr19_16962223_16965072_+","chr19_16962223_16965072","SIN3B",0,0.0123917999147618
"chr19_17010286_17058037_-","chr19_17010286_17058037","CPAMD8",0.0117184587779893,0
"chr19_17049205_17063010_-","chr19_17049205_17063010","CPAMD8",0.0117184587779893,0
"chr19_17169359_17173589_-","chr19_17169359_17173589","HAUS8",0.0117184587779893,0
"chr19_17264777_17267848_+","chr19_17264777_17267848","MYO9B",0.0117184587779893,0
"chr19_17267719_17270294_+","chr19_17267719_17270294","MYO9B",0.0117184587779893,0
"chr19_17267719_17278874_+","chr19_17267719_17278874","MYO9B",0.0117184587779893,0
"chr19_17270205_17273932_+","chr19_17270205_17273932","MYO9B",0,0.0247835998295235
"chr19_17273160_17273932_+","chr19_17273160_17273932","MYO9B",0.0351553763339678,0.0123917999147618
"chr19_17273160_17278874_+","chr19_17273160_17278874","MYO9B",0,0.0123917999147618
"chr19_17273798_17278874_+","chr19_17273798_17278874","MYO9B",0.0117184587779893,0
"chr19_17311102_17311638_+","chr19_17311102_17311638","MYO9B",0.0117184587779893,0.0123917999147618
"chr19_17370098_17370831_-","chr19_17370098_17370831","USHBP1",0,0.0371753997442853
"chr19_17387304_17387718_+","chr19_17387304_17387718","BABAM1",0.16405842289185,0.0371753997442853
"chr19_17424832_17426804_+","chr19_17424832_17426804","DDA1",0.0117184587779893,0
"chr19_17945661_17949199_-","chr19_17945661_17949199","JAK3",0,0.0123917999147618
"chr19_18245389_18245792_+","chr19_18245389_18245792","MAST3",0,0.0123917999147618
"chr19_18258253_18258434_+","chr19_18258253_18258434","MAST3",0.0117184587779893,0
"chr19_18285850_18286507_+","chr19_18285850_18286507","PIK3R2",0,0.0495671996590471
"chr19_18648411_18649246_-","chr19_18648411_18649246","FKBP8",0,0.0495671996590471
"chr19_18650181_18650530_-","chr19_18650181_18650530","FKBP8",0.117184587779893,0.111526199232856
"chr19_18684103_18684558_+","chr19_18684103_18684558","UBA52",0.0117184587779893,0.0123917999147618
"chr19_18974247_18975060_+","chr19_18974247_18975060","UPF1",0.0117184587779893,0
"chr19_19119126_19141891_-","chr19_19119126_19141891","SUGP2",0.0117184587779893,0
"chr19_19327756_19330125_+","chr19_19327756_19330125","NCAN",0.0117184587779893,0
"chr19_19344598_19351494_+","chr19_19344598_19351494","NCAN",0.0117184587779893,0
"chr19_19356122_19359691_+","chr19_19356122_19359691","NCAN",0.0703107526679357,0
"chr19_19407798_19408153_-","chr19_19407798_19408153","SUGP1",0,0.0123917999147618
"chr19_19603115_19603521_+","chr19_19603115_19603521","GATAD2A",0,0.0247835998295235
"chr19_19675742_19680393_-","chr19_19675742_19680393","PBX4",0.0234369175559785,0
"chr19_19675742_19681642_-","chr19_19675742_19681642","PBX4",0.0117184587779893,0
"chr19_19750894_19751380_-","chr19_19750894_19751380","GMIP",0.0703107526679357,0
"chr19_19756683_19757156_-","chr19_19756683_19757156","ATP13A1",0.0234369175559785,0
"chr19_19989290_19990955_+","chr19_19989290_19990955","ZNF253",0.0117184587779893,0
"chr19_21216262_21216990_+","chr19_21216262_21216990","ZNF430",0.0117184587779893,0
"chr19_21280991_21281716_+","chr19_21280991_21281716","ZNF714",0,0.0123917999147618
"chr19_2137010_2138713_-","chr19_2137010_2138713","AP3D1",0.0351553763339678,0
"chr19_2137726_2138713_-","chr19_2137726_2138713","AP3D1",0.0234369175559785,0.0247835998295235
"chr19_21558040_21558766_+","chr19_21558040_21558766","ZNF738",0.0117184587779893,0
"chr19_21672467_21681151_+","chr19_21672467_21681151","LINC00664",0.0117184587779893,0
"chr19_2185854_2193782_+","chr19_2185854_2193782","DOT1L",0.0117184587779893,0
"chr19_2189731_2191239_+","chr19_2189731_2191239","DOT1L",0.0117184587779893,0
"chr19_23316882_23318845_+","chr19_23316882_23318845","ZNF730",0.0351553763339678,0
"chr19_23556544_23557566_-","chr19_23556544_23557566","ZNF91",0,0.0123917999147618
"chr19_23990628_23991616_+","chr19_23990628_23991616","RPSAP58",0.0117184587779893,0.0123917999147618
"chr19_30462100_30477324_+","chr19_30462100_30477324","URI1",0.0117184587779893,0
"chr19_30476130_30477324_+","chr19_30476130_30477324","URI1",0.128903046557882,0.123917999147618
"chr19_30476130_30503438_+","chr19_30476130_30503438","URI1",0.0234369175559785,0.0247835998295235
"chr19_31025754_31040421_+","chr19_31025754_31040421","ZNF536",0.0351553763339678,0
"chr19_31038850_31040421_+","chr19_31038850_31040421","ZNF536",0.0585922938899464,0
"chr19_325635_334542_-","chr19_325635_334542","MIER2",0,0.0123917999147618
"chr19_325635_336173_-","chr19_325635_336173","MIER2",0,0.0247835998295235
"chr19_32838151_32873507_+","chr19_32838151_32873507","ZNF507",0.0117184587779893,0
"chr19_32843735_32851524_+","chr19_32843735_32851524","ZNF507",0.0117184587779893,0
"chr19_32899123_32902278_+","chr19_32899123_32902278","DPY19L3",0.0117184587779893,0
"chr19_32923622_32930816_+","chr19_32923622_32930816","DPY19L3",0,0.0123917999147618
"chr19_33096741_33098738_-","chr19_33096741_33098738","ANKRD27",0.0117184587779893,0
"chr19_33096741_33134537_-","chr19_33096741_33134537","ANKRD27",0.0117184587779893,0
"chr19_33110166_33113525_-","chr19_33110166_33113525","ANKRD27",0.0117184587779893,0
"chr19_33113328_33116872_-","chr19_33113328_33116872","ANKRD27",0.0117184587779893,0
"chr19_33378658_33409245_-","chr19_33378658_33409245","CEP89",0.0117184587779893,0
"chr19_33390763_33409245_-","chr19_33390763_33409245","CEP89",0.0117184587779893,0
"chr19_33406243_33417179_-","chr19_33406243_33417179","CEP89",0.0234369175559785,0.0123917999147618
"chr19_33493153_33493906_-","chr19_33493153_33493906","RHPN2",0.0117184587779893,0
"chr19_33604673_33605325_+","chr19_33604673_33605325","GPATCH1",0.0585922938899464,0
"chr19_34699834_34712643_+","chr19_34699834_34712643","LSM14A",0,0.0123917999147618
"chr19_34706029_34706566_+","chr19_34706029_34706566","LSM14A",0.105466129001903,0
"chr19_34790584_34791873_+","chr19_34790584_34791873","KIAA0355",0.0117184587779893,0
"chr19_34790584_34811021_+","chr19_34790584_34811021","KIAA0355",0,0.0123917999147618
"chr19_34821094_34830897_+","chr19_34821094_34830897","KIAA0355",0.0117184587779893,0
"chr19_34887206_34887562_+","chr19_34887206_34887562","GPI",0.0117184587779893,0
"chr19_34921481_34924317_+","chr19_34921481_34924317","UBA2",0.0234369175559785,0
"chr19_34921481_34925873_+","chr19_34921481_34925873","UBA2",0.363272222117668,0.173485198806665
"chr19_34921481_34929671_+","chr19_34921481_34929671","UBA2",0.269524551893753,0.0743507994885706
"chr19_34921481_34936026_+","chr19_34921481_34936026","UBA2",0.0117184587779893,0.0123917999147618
"chr19_34921481_34957919_+","chr19_34921481_34957919","UBA2",0.0351553763339678,0
"chr19_34922766_34925873_+","chr19_34922766_34925873","UBA2",0.3281168457837,0.0867425994033324
"chr19_34922766_34929671_+","chr19_34922766_34929671","UBA2",0.16405842289185,0
"chr19_34922766_34955036_+","chr19_34922766_34955036","UBA2",0.0468738351119571,0
"chr19_34922766_34957919_+","chr19_34922766_34957919","UBA2",0.0937476702239142,0.0495671996590471
"chr19_34924253_34936026_+","chr19_34924253_34936026","UBA2",0,0.0123917999147618
"chr19_34924253_34955036_+","chr19_34924253_34955036","UBA2",0,0.0123917999147618
"chr19_34925773_34929671_+","chr19_34925773_34929671","UBA2",0.0117184587779893,0
"chr19_34925773_34936026_+","chr19_34925773_34936026","UBA2",0,0.0123917999147618
"chr19_34941170_34955036_+","chr19_34941170_34955036","UBA2",0.0234369175559785,0
"chr19_34941170_34957919_+","chr19_34941170_34957919","UBA2",0.0117184587779893,0
"chr19_34942886_34955036_+","chr19_34942886_34955036","UBA2",0.0351553763339678,0
"chr19_34942886_34957919_+","chr19_34942886_34957919","UBA2",0.0351553763339678,0
"chr19_34949674_34957919_+","chr19_34949674_34957919","UBA2",0.0117184587779893,0
"chr19_34954931_34957919_+","chr19_34954931_34957919","UBA2",0,0.0123917999147618
"chr19_3623686_3624160_-","chr19_3623686_3624160","CACTIN",0,0.0247835998295235
"chr19_3660964_3661999_-","chr19_3660964_3661999","PIP5K1C",0.128903046557882,0.0867425994033324
"chr19_36636708_36637214_+","chr19_36636708_36637214","CAPNS1",0.0117184587779893,0
"chr19_37203288_37203769_+","chr19_37203288_37203769","ZNF567",0.0468738351119571,0
"chr19_37408481_37428144_+","chr19_37408481_37428144","ZNF568",0.117184587779893,0
"chr19_37579941_37582023_+","chr19_37579941_37582023","ZNF420",0.0234369175559785,0
"chr19_37916770_37917280_-","chr19_37916770_37917280","ZNF569",0.0234369175559785,0.0123917999147618
"chr19_38198815_38202593_-","chr19_38198815_38202593","ZNF607",0.0117184587779893,0
"chr19_38609946_38610522_+","chr19_38609946_38610522","SIPA1L3",0.0234369175559785,0
"chr19_38631824_38633350_+","chr19_38631824_38633350","SIPA1L3",0.0468738351119571,0
"chr19_38673159_38673380_+","chr19_38673159_38673380","SIPA1L3",0,0.0123917999147618
"chr19_3902485_3905653_+","chr19_3902485_3905653","ATCAY",0.0234369175559785,0
"chr19_39408364_39409453_-","chr19_39408364_39409453","SARS2",0.117184587779893,0
"chr19_3981337_3981450_-","chr19_3981337_3981450","EEF2",0,0.0123917999147618
"chr19_39869144_39870724_+","chr19_39869144_39870724","SAMD4B",0.0117184587779893,0
"chr19_40327196_40328483_-","chr19_40327196_40328483","FBL",0,0.0123917999147618
"chr19_40704282_40704462_+","chr19_40704282_40704462","MAP3K10",0.0234369175559785,0
"chr19_40743876_40746017_-","chr19_40743876_40746017","AKT2",0,0.0123917999147618
"chr19_40747845_40771258_-","chr19_40747845_40771258","AKT2",0,0.0123917999147618
"chr19_40761065_40771258_-","chr19_40761065_40771258","AKT2",0.0234369175559785,0
"chr19_40839758_40842314_-","chr19_40839758_40842314","C19orf47",0.0585922938899464,0
"chr19_40964062_40964452_-","chr19_40964062_40964452","BLVRB",0,0.0123917999147618
"chr19_41088257_41089623_+","chr19_41088257_41089623","SHKBP1",0.0117184587779893,0
"chr19_41089304_41089623_+","chr19_41089304_41089623","SHKBP1",0.0703107526679357,0.0371753997442853
"chr19_41211001_41211352_-","chr19_41211001_41211352","ADCK4",0,0.0123917999147618
"chr19_41239065_41243674_+","chr19_41239065_41243674","ITPKC",0,0.0123917999147618
"chr19_41242891_41243674_+","chr19_41242891_41243674","ITPKC",0.140621505335871,0.0619589995738088
"chr19_41754419_41754725_+","chr19_41754419_41754725","AXL",0.0351553763339678,0.0371753997442853
"chr19_41782064_41798416_+","chr19_41782064_41798416","HNRNPUL1",0,0.0123917999147618
"chr19_41798150_41798416_+","chr19_41798150_41798416","HNRNPUL1",0.0468738351119571,0
"chr19_41884186_41884424_+","chr19_41884186_41884424","TMEM91",0.0234369175559785,0
"chr19_41925040_41929074_+","chr19_41925040_41929074","BCKDHA",0,0.0123917999147618
"chr19_42482088_42482950_-","chr19_42482088_42482950","ATP1A3",0.0117184587779893,0
"chr19_42509875_42510962_-","chr19_42509875_42510962","GRIK5",0.0117184587779893,0
"chr19_42557754_42558624_-","chr19_42557754_42558624","GRIK5",0,0.0123917999147618
"chr19_42740758_42744294_-","chr19_42740758_42744294","GSK3A",0.0117184587779893,0
"chr19_4282867_4283239_+","chr19_4282867_4283239","SHD",0.0117184587779893,0
"chr19_42839187_42839537_+","chr19_42839187_42839537","MEGF8",0,0.0123917999147618
"chr19_430684_440932_-","chr19_430684_440932","SHC2",0.0351553763339678,0
"chr19_4354946_4355170_+","chr19_4354946_4355170","MPND",0.0234369175559785,0
"chr19_4405909_4409756_+","chr19_4405909_4409756","CHAF1A",0,0.0247835998295235
"chr19_44085364_44085855_+","chr19_44085364_44085855","PINLYP",0.0117184587779893,0
"chr19_4408900_4409756_+","chr19_4408900_4409756","CHAF1A",0,0.0123917999147618
"chr19_44160631_44160792_-","chr19_44160631_44160792","PLAUR",0,0.0123917999147618
"chr19_44169468_44171843_-","chr19_44169468_44171843","PLAUR",0,0.0247835998295235
"chr19_44721944_44732725_+","chr19_44721944_44732725","ZNF227",0.0117184587779893,0
"chr19_44732599_44733969_+","chr19_44732599_44733969","ZNF227",0.0117184587779893,0
"chr19_45528587_45528995_+","chr19_45528587_45528995","RELB",0,0.0371753997442853
"chr19_45641772_45646891_+","chr19_45641772_45646891","PPP1R37",0.0117184587779893,0
"chr19_45766371_45766625_+","chr19_45766371_45766625","MARK4",0.187495340447828,0.0371753997442853
"chr19_45766371_45774966_+","chr19_45766371_45774966","MARK4",0.0234369175559785,0
"chr19_45767942_45769539_+","chr19_45767942_45769539","MARK4",0.0117184587779893,0
"chr19_45781181_45781873_+","chr19_45781181_45781873","MARK4",0.0468738351119571,0.0123917999147618
"chr19_45781181_45783992_+","chr19_45781181_45783992","MARK4",0.0703107526679357,0
"chr19_45783632_45783992_+","chr19_45783632_45783992","MARK4",0,0.0371753997442853
"chr19_45916935_45920155_-","chr19_45916935_45920155","ERCC1",0.0117184587779893,0
"chr19_46274826_46283127_-","chr19_46274826_46283127","DMPK",0,0.0123917999147618
"chr19_46324642_46357765_-","chr19_46324642_46357765","SYMPK",0,0.0123917999147618
"chr19_46345508_46347458_-","chr19_46345508_46347458","SYMPK",0.0117184587779893,0
"chr19_46355570_46357765_-","chr19_46355570_46357765","SYMPK",0,0.0123917999147618
"chr19_46357433_46357765_-","chr19_46357433_46357765","SYMPK",0.0937476702239142,0.0247835998295235
"chr19_47200414_47217258_-","chr19_47200414_47217258","PRKD2",0.0117184587779893,0
"chr19_47285640_47285806_-","chr19_47285640_47285806","SLC1A5",0,0.0247835998295235
"chr19_47584770_47585552_-","chr19_47584770_47585552","ZC3H4",0.0234369175559785,0
"chr19_47646751_47658470_+","chr19_47646751_47658470","SAE1",0.0117184587779893,0
"chr19_47646751_47673180_+","chr19_47646751_47673180","SAE1",0,0.0123917999147618
"chr19_47856011_47856992_+","chr19_47856011_47856992","DHX34",0,0.0123917999147618
"chr19_47856011_47884249_+","chr19_47856011_47884249","DHX34",0,0.0123917999147618
"chr19_47858296_47858607_+","chr19_47858296_47858607","DHX34",0,0.0123917999147618
"chr19_47865733_47865950_+","chr19_47865733_47865950","DHX34",0.0468738351119571,0.0867425994033324
"chr19_47912356_47912804_-","chr19_47912356_47912804","MEIS3",0.0117184587779893,0
"chr19_47919909_47920607_-","chr19_47919909_47920607","MEIS3",0.0351553763339678,0.0123917999147618
"chr19_48630534_48631277_-","chr19_48630534_48631277","LIG1",0.0351553763339678,0
"chr19_48653020_48653467_-","chr19_48653020_48653467","LIG1",0.0468738351119571,0.0123917999147618
"chr19_48718597_48744320_-","chr19_48718597_48744320","CARD8",0.0117184587779893,0
"chr19_49136701_49136912_-","chr19_49136701_49136912","DBP",0.0351553763339678,0.0123917999147618
"chr19_49407604_49409142_+","chr19_49407604_49409142","NUCB1",0.0117184587779893,0
"chr19_4941540_4941943_+","chr19_4941540_4941943","UHRF1",0.0234369175559785,0.0123917999147618
"chr19_4941540_4951008_+","chr19_4941540_4951008","UHRF1",0.0117184587779893,0
"chr19_49416268_49416821_+","chr19_49416268_49416821","NUCB1",0.0117184587779893,0
"chr19_49488718_49489292_-","chr19_49488718_49489292","GYS1",0.0117184587779893,0
"chr19_5016268_5041262_+","chr19_5016268_5041262","KDM4B",0.0234369175559785,0
"chr19_50189350_50189983_+","chr19_50189350_50189983","PRMT1",0.0117184587779893,0
"chr19_5039847_5047680_+","chr19_5039847_5047680","KDM4B",0.0117184587779893,0
"chr19_5039847_5082515_+","chr19_5039847_5082515","KDM4B",0.0117184587779893,0
"chr19_5047487_5082515_+","chr19_5047487_5082515","KDM4B",0.0468738351119571,0
"chr19_5211601_5222231_-","chr19_5211601_5222231","PTPRS",0,0.0123917999147618
"chr19_52364157_52380630_-","chr19_52364157_52380630","ZNF577",0.16405842289185,0.0247835998295235
"chr19_52364157_52390165_-","chr19_52364157_52390165","ZNF577",0.0117184587779893,0
"chr19_52380535_52384130_-","chr19_52380535_52384130","ZNF577",0.0468738351119571,0
"chr19_52785364_52786666_+","chr19_52785364_52786666","ZNF766",0.0234369175559785,0.0123917999147618
"chr19_52876364_52877680_+","chr19_52876364_52877680","ZNF880",0.0468738351119571,0
"chr19_53158814_53164096_-","chr19_53158814_53164096","ZNF83",0,0.0123917999147618
"chr19_54059099_54074984_+","chr19_54059099_54074984","ZNF331",0.0117184587779893,0
"chr19_54417754_54418759_+","chr19_54417754_54418759","CACNG7",0.0117184587779893,0.0247835998295235
"chr19_55420604_55421425_+","chr19_55420604_55421425","NCR1",0,0.0371753997442853
"chr19_55481367_55481663_+","chr19_55481367_55481663","NLRP2",0,0.0247835998295235
"chr19_55489120_55496585_+","chr19_55489120_55496585","NLRP2",0,0.0123917999147618
"chr19_55652251_55652670_-","chr19_55652251_55652670","TNNT1",0,0.0123917999147618
"chr19_55805385_55805765_+","chr19_55805385_55805765","BRSK1",0,0.0123917999147618
"chr19_5604594_5604947_-","chr19_5604594_5604947","SAFB2",0.199213799225818,0.0991343993180941
"chr19_5641605_5641957_+","chr19_5641605_5641957","SAFB",0.0117184587779893,0
"chr19_5653126_5653431_+","chr19_5653126_5653431","SAFB",0.0351553763339678,0.0371753997442853
"chr19_5653349_5654467_+","chr19_5653349_5654467","SAFB",0.0117184587779893,0
"chr19_56918395_56925809_+","chr19_56918395_56925809","ZNF583",0.0468738351119571,0
"chr19_5705783_5713264_-","chr19_5705783_5713264","LONP1",0.0117184587779893,0
"chr19_58262153_58301768_+","chr19_58262153_58301768","ZNF587",0,0.0123917999147618
"chr19_58287911_58288037_+","chr19_58287911_58288037","ZNF586",0.0117184587779893,0
"chr19_58436991_58439415_-","chr19_58436991_58439415","ZNF418",0.0468738351119571,0
"chr19_58436991_58441925_-","chr19_58436991_58441925","ZNF418",0.0117184587779893,0
"chr19_58436991_58445270_-","chr19_58436991_58445270","ZNF418",0.0234369175559785,0.0247835998295235
"chr19_58499575_58511264_-","chr19_58499575_58511264","ZNF606",0,0.0123917999147618
"chr19_58697079_58698409_+","chr19_58697079_58698409","ZNF274",0.0117184587779893,0
"chr19_58797083_58806947_+","chr19_58797083_58806947","ZNF8",0.0117184587779893,0
"chr19_58904343_58904854_+","chr19_58904343_58904854","RPS5",0.0117184587779893,0.0123917999147618
"chr19_59061514_59061651_+","chr19_59061514_59061651","TRIM28",0,0.0123917999147618
"chr19_5941632_5957984_-","chr19_5941632_5957984","RANBP3",0,0.0123917999147618
"chr19_6026174_6040252_-","chr19_6026174_6040252","RFX2",0.0117184587779893,0
"chr19_6230581_6270770_-","chr19_6230581_6270770","MLLT1",0,0.0371753997442853
"chr19_7174594_7174742_-","chr19_7174594_7174742","INSR",0.0117184587779893,0
"chr19_7509090_7509340_+","chr19_7509090_7509340","ARHGEF18",0.0117184587779893,0
"chr19_7523398_7524880_+","chr19_7523398_7524880","ARHGEF18",0,0.0123917999147618
"chr19_8002912_8006082_-","chr19_8002912_8006082","TIMM44",0.0117184587779893,0
"chr19_803561_808762_+","chr19_803561_808762","PTBP1",0.0117184587779893,0
"chr19_8038609_8056715_-","chr19_8038609_8056715","ELAVL1",0.0117184587779893,0
"chr19_8145887_8146364_-","chr19_8145887_8146364","FBN3",0,0.0123917999147618
"chr19_8520289_8528570_+","chr19_8520289_8528570","HNRNPM",0.0234369175559785,0.0247835998295235
"chr19_8520289_8536311_+","chr19_8520289_8536311","HNRNPM",0,0.0123917999147618
"chr19_8527413_8539128_+","chr19_8527413_8539128","HNRNPM",0.0117184587779893,0
"chr19_9449170_9451860_+","chr19_9449170_9451860","ZNF559",0.0117184587779893,0
"chr19_9643521_9645955_-","chr19_9643521_9645955","ZNF426",0.0117184587779893,0.0123917999147618
"chr19_9643521_9647032_-","chr19_9643521_9647032","ZNF426",0.0117184587779893,0
"chr19_9645864_9647032_-","chr19_9645864_9647032","ZNF426",0.0585922938899464,0.0123917999147618
"chr19_9724697_9728855_-","chr19_9724697_9728855","ZNF561",0.0117184587779893,0
"chr19_9727721_9728855_-","chr19_9727721_9728855","ZNF561",0,0.0123917999147618
"chr19_9767223_9771497_-","chr19_9767223_9771497","ZNF562",0.0117184587779893,0
"chr19_9768685_9770143_-","chr19_9768685_9770143","ZNF562",0.0234369175559785,0
"chr19_9939268_9939550_+","chr19_9939268_9939550","UBL5",0.0234369175559785,0
"chr2_100022372_100038115_-","chr2_100022372_100038115","REV1",0.0117184587779893,0
"chr2_100029193_100052403_-","chr2_100029193_100052403","REV1",0.0703107526679357,0
"chr2_100040614_100052403_-","chr2_100040614_100052403","REV1",0.0117184587779893,0
"chr2_100046302_100052403_-","chr2_100046302_100052403","REV1",0.0351553763339678,0.0247835998295235
"chr2_100050794_100081447_-","chr2_100050794_100081447","REV1",0.0117184587779893,0
"chr2_100055063_100081447_-","chr2_100055063_100081447","REV1",0.0117184587779893,0
