"","Id","Gene","SRR5817025_2242-1_Hepa_Day_96","SRR5817026_2242-1_Hepa_Day_102","SRR5817027_2242-1_Hepa_Day_120","SRR5817028_2242-1_Hepa_Day_137","SRR5817029_2242-1_Hepa_Day_172","SRR5817030_2242-1_Hepa_Day_193","SRR5817031_2242-1_Hepa_Day_224","SRR5817032_2242-1_Hepa_Day_295","SRR5817033_2242-1_Hepa_Day_377","SRR5817034_2242-1_Hepa_Day_450","SRR5817035_2242-1_Hepa_Day_495","SRR5817036_8858-1_Hepa_Day_180","SRR5817037_8858-3_Hepa_Day_100","SRR5817038_8858-3_Hepa_Day_130","SRR5817039_8858-1_Thy1_Day_82","SRR5817040_8858-1_Thy1_Day_93","SRR5817041_8858-1_Thy1_Day_100","SRR5817042_8858-1_Thy1_Day_450","SRR5817043_2242-1_Thy1_Day_100","SRR5817044_2242-1_Thy1_Day_160","SRR5817045_2242-1_Thy1_Day_160b","SRR5817046_2242-1_Thy1_Day_250"
"chr2_160585520_160609082_+","chr2_160585520_160609082","MARCH7",0.0425852391469921,0.0230427499697103,0.0177395480268283,0,0,0,0,0,0,0,0.0557888972674514,0.171496530603749,0,0,0,0.112044507215512,0,0.0301490390611855,0.0944049134358866,0.167643834638133,0.245722335051434,0
"chr2_160585520_160619504_+","chr2_160585520_160619504","MARCH7",0.0212926195734961,0,0,0,0,0,0,0,0,0,0.0557888972674514,0,0.148753055201813,0,0,0,0,0,0,0.167643834638133,0.0614305837628585,0
"chr2_160599572_160605414_+","chr2_160599572_160605414","MARCH7",0,0,0.0709581921073132,0.301901474289192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301490390611855,0,0,0.0614305837628585,0
"chr2_163279846_163361147_-","chr2_163279846_163361147","KCNH7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028011126803878,0,0,0.14160737015383,0,0,0
"chr2_163279846_163374668_+","chr2_163279846_163374668","RNA5SP109",0.0425852391469921,0.0230427499697103,0,0,0,0.184089502001605,0.0599352525460271,0.0675983476530293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr2_163291708_163374668_+","chr2_163291708_163374668","RNA5SP109",0.0425852391469921,0,0.0354790960536566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205294440985803
"chr2_163360953_163374668_-","chr2_163360953_163374668","KCNH7",0.0425852391469921,0.0230427499697103,0,0,0,0,0,0.0450655651020195,0,0,0.111577794534903,0,0.148753055201813,0,0,0.028011126803878,0,0.0301490390611855,0.519227023897377,0,0.153576459407146,0
"chr2_165378490_165404326_+","chr2_165378490_165404326","not_annotated",0.0212926195734961,0,0,0,0,0.0525970005718872,0,0,0.0293665704177321,0,0.111577794534903,0.0857482653018744,0,0,0,0,0,0,0,0,0,0
"chr2_168869144_168873605_-","chr2_168869144_168873605","STK39",0.0212926195734961,0.0691282499091309,0,0,0,0,0,0,0,0.0944413074190163,0.0836833459011772,0,0,0,0,0.168066760823268,0,0.0602980781223709,0,0,0.0614305837628585,0
"chr2_168869144_168986268_+","chr2_168869144_168986268","not_annotated",0.10646309786748,0.184341999757682,0,0,0,0.105194001143774,0.0599352525460271,0.0225327825510098,0,0,0,0.0857482653018744,0.297506110403625,0,0.0539994212342032,0.028011126803878,0,0.120596156244742,0.0472024567179433,0,0,0.102647220492902
"chr2_168869144_169038600_+","chr2_168869144_169038600","not_annotated",0.0638778587204882,0,0,0,0,0,0,0.0225327825510098,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr2_168920010_168986268_-","chr2_168920010_168986268","STK39",0.149048337014472,0.184341999757682,0.177395480268283,0,0.133337241596037,0.210388002287549,0.299676262730135,0.0901311302040391,0.146832852088661,0.0944413074190163,0.0557888972674514,0.385867193858435,0.297506110403625,0,0.0539994212342032,0.112044507215512,0,0.150745195305927,0.188809826871773,0.838219173190666,0.276437626932863,0.205294440985803
"chr2_168920010_168997268_-","chr2_168920010_168997268","STK39",0,0.0230427499697103,0.124176836187798,0,0,0.0788955008578308,0,0.180262260408078,0,0,0,0,0,0,0,0,0,0,0.0472024567179433,0,0,0
"chr2_168986051_168997268_-","chr2_168986051_168997268","STK39",0.0425852391469921,0.0691282499091309,0.0354790960536566,0,0,0,0.0299676262730135,0.0225327825510098,0,0,0,0.0857482653018744,0,0,0,0,0,0,0.0944049134358866,0,0.245722335051434,0
"chr2_168986051_169023917_+","chr2_168986051_169023917","not_annotated",0,0.0691282499091309,0.0177395480268283,0,0,0,0,0.0225327825510098,0.0293665704177321,0,0.0278944486337257,0.0857482653018744,0,0,0,0,0,0.0602980781223709,0.0472024567179433,0,0,0
"chr2_168986051_169038600_-","chr2_168986051_169038600","STK39",0.0851704782939842,0,0.0354790960536566,0,0,0,0,0,0.0880997112531964,0,0.0278944486337257,0,0,0.227514616676548,0,0,0,0.0301490390611855,0,0,0.0614305837628585,0.205294440985803
"chr2_168994598_169023917_+","chr2_168994598_169023917","not_annotated",0.0212926195734961,0.0230427499697103,0,0.0823367657152342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307152918814293,0
"chr2_168994598_169038600_-","chr2_168994598_169038600","STK39",0.0212926195734961,0,0,0.109782354286979,0.311120230390753,0,0,0,0,0,0,0.128622397952812,0,0,0,0,0,0.0301490390611855,0,0,0,0
"chr2_169018297_169023917_-","chr2_169018297_169023917","STK39",0.0212926195734961,0.0230427499697103,0,0,0,0,0.119870505092054,0.135196695306059,0,0,0.0557888972674514,0,0,0,0,0,0,0,0,0,0.122861167525717,0
"chr2_170366277_170367398_+","chr2_170366277_170367398","KBTBD10",0,0,0,0,0,0,0,0.0225327825510098,0,0,0,0,0,0,0,0,0,0,0.0944049134358866,0,0,0
"chr2_170366277_170374885_-","chr2_170366277_170374885","not_annotated",0,0,0.0532186440804849,0,0,0,0,0,0.0293665704177321,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr2_170488356_170493005_-","chr2_170488356_170493005","not_annotated",0,0,0.0177395480268283,0.137227942858724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr2_170502579_170531550_+","chr2_170502579_170531550","not_annotated",0,0.0691282499091309,0,0,0,0.0262985002859436,0,0,0,0,0.0278944486337257,0.0428741326509372,0,0,0,0,0,0,0,0,0,0
"chr2_170505692_170531550_+","chr2_170505692_170531550","not_annotated",0.0425852391469921,0.115213749848552,0.0177395480268283,0.0823367657152342,0.0222228735993395,0.0262985002859436,0.0299676262730135,0,0,0,0,0,0,0,0,0,0,0,0.0472024567179433,0,0,0
"chr2_170802798_170885958_+","chr2_170802798_170885958","UBR3",0.0851704782939842,0.0691282499091309,0,0,0,0,0,0.0225327825510098,0,0,0.0278944486337257,0,0,0,0,0,0,0.0301490390611855,0,0,0.0921458756442878,0.205294440985803
"chr2_170802798_170917953_+","chr2_170802798_170917953","UBR3",0,0,0.0709581921073132,0,0,0,0,0,0,0,0.0278944486337257,0,0,0,0,0,0,0,0.188809826871773,0,0,0
"chr2_171862657_171867964_+","chr2_171862657_171867964","not_annotated",0,0,0.0354790960536566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301490390611855,0,0,0,0
"chr2_171884849_171902872_-","chr2_171884849_171902872","TLK1",0,0.0460854999394206,0.0709581921073132,0,0,0.0262985002859436,0,0,0.0293665704177321,0,0.0278944486337257,0,0,0,0,0,0,0,0.28321474030766,0,0.0921458756442878,0
"chr2_171902684_171914707_+","chr2_171902684_171914707","not_annotated",0,0,0,0,0,0,0.0299676262730135,0.0225327825510098,0,0,0,0.0857482653018744,0,0,0,0.028011126803878,0,0,0.0472024567179433,0,0,0
"chr2_172180554_172188377_-","chr2_172180554_172188377","METTL8",0,0,0.248353672375596,0,0.0222228735993395,0.0262985002859436,0,0,0.0587331408354642,0,0.0278944486337257,0,0,0,0,0,0,0,0.14160737015383,0,0.0307152918814293,0
"chr2_172180554_172196064_+","chr2_172180554_172196064","not_annotated",0.0212926195734961,0.0230427499697103,0.0886977401341415,0,0,0,0.0299676262730135,0,0.0587331408354642,0,0,0,0,0,0,0.0560222536077561,0,0,0.0472024567179433,0,0.0614305837628585,0.102647220492902
"chr2_172305191_172333460_-","chr2_172305191_172333460","not_annotated",0,0,0,0.0274455885717447,0,0,0,0.0225327825510098,0,0,0,0.0857482653018744,0,0,0,0,0,0.0301490390611855,0,0,0,0
"chr2_172666116_172712459_-","chr2_172666116_172712459","SLC25A12",0,0,0.0177395480268283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301490390611855,0,0,0.122861167525717,0
"chr2_172782047_172823470_+","chr2_172782047_172823470","HAT1",0.0212926195734961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614305837628585,0
"chr2_172782047_172841247_+","chr2_172782047_172841247","HAT1",0.0212926195734961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188809826871773,0,0,0
"chr2_172782047_172844276_+","chr2_172782047_172844276","HAT1",0,0,0,0,0,0,0,0,0.0293665704177321,0,0,0,0,0,0,0,0,0,0.0472024567179433,0,0.0614305837628585,0
"chr2_173423436_173429801_+","chr2_173423436_173429801","PDK1",0,0,0.0886977401341415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307152918814293,0
"chr2_173423436_173431661_+","chr2_173423436_173431661","PDK1",0,0,0,0,0,0,0,0,0,0,0,0,0.297506110403625,0,0,0,0,0,0,0,0.0921458756442878,0
"chr2_173423436_173435552_+","chr2_173423436_173435552","PDK1",0,0,0.0177395480268283,0,0,0,0,0,0,0,0.0278944486337257,0,0,0,0,0,0,0,0,0.5029315039144,0.0614305837628585,0
"chr2_173433469_173460751_+","chr2_173433469_173460751","PDK1",0.0425852391469921,0,0,0,0,0,0,0.112663912755049,0,0,0.0278944486337257,0.0857482653018744,0.148753055201813,0,0,0,0,0.0301490390611855,0,0.167643834638133,0,0
"chr2_173435454_173460751_+","chr2_173435454_173460751","PDK1",0,0.0230427499697103,0.0532186440804849,0,0,0.0525970005718872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr2_174819601_174820960_+","chr2_174819601_174820960","not_annotated",0,0.0460854999394206,0.10643728816097,0,0.044445747198679,0,0,0.0450655651020195,0,0,0,0.214370663254686,0.297506110403625,0,0.215997684936813,0.028011126803878,0,0.0602980781223709,0.188809826871773,0.335287669276266,0.122861167525717,0.205294440985803
"chr2_175779786_175816930_+","chr2_175779786_175816930","not_annotated",0,0.230427499697103,0.0532186440804849,0,0,0.105194001143774,0.269708636457122,0,0,0,0.167366691802354,0,0,0,0.0539994212342032,0,0,0.0602980781223709,0.0944049134358866,0.167643834638133,0.0307152918814293,0
"chr2_175945388_175983097_-","chr2_175945388_175983097","ATF2",0,0,0.0532186440804849,0,0,0,0,0.0450655651020195,0,0,0,0,0,0,0,0,0,0,0.377619653743547,0,0.0307152918814293,0
"chr2_175945388_175986268_-","chr2_175945388_175986268","ATF2",0.0425852391469921,0.0230427499697103,0,0,0,0,0,0.0675983476530293,0.0587331408354642,0,0,0,0,0,0,0,0,0,0.0472024567179433,0,0.0614305837628585,0
"chr2_175957789_175986268_-","chr2_175957789_175986268","ATF2",0,0,0.0532186440804849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602980781223709,0,0,0.122861167525717,0.307941661478705
"chr2_175976296_175986268_-","chr2_175976296_175986268","ATF2",0.0638778587204882,0,0.0354790960536566,0.0823367657152342,0,0,0.0299676262730135,0.0450655651020195,0,0,0,0.0428741326509372,0.148753055201813,0,0,0,0,0.0301490390611855,0,0,0.153576459407146,0
"chr2_175978722_175983097_-","chr2_175978722_175983097","ATF2",0.0212926195734961,0,0,0,0,0,0,0.0450655651020195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr2_176835492_176860374_-","chr2_176835492_176860374","KIAA1715",0,0,0.0354790960536566,0,0,0,0,0,0,0,0.0278944486337257,0.128622397952812,0,0,0,0,0,0,0,0,0,0
"chr2_179462323_179465394_-","chr2_179462323_179465394","TTN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112044507215512,0,0.0301490390611855,0,0,0,0
"chr2_179462435_179465387_-","chr2_179462435_179465387","TTN",0.0212926195734961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614305837628585,0
"chr2_186594076_186612150_+","chr2_186594076_186612150","FSIP2",0,0.0230427499697103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.838219173190666,0,0
"chr2_186604073_186612150_+","chr2_186604073_186612150","FSIP2",0.0212926195734961,0,0.0532186440804849,0,0,0,0,0,0,0,0,0,0,0,0,0.196077887627146,0,0.150745195305927,0.14160737015383,0,0.614305837628585,0
"chr2_186604073_186618575_-","chr2_186604073_186618575","AC007966.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301490390611855,0,0.5029315039144,0.0614305837628585,0
"chr2_186604073_186621005_-","chr2_186604073_186621005","AC007966.1",0,0,0.0886977401341415,0,0,0,0,0,0,0.0944413074190163,0,0,0,0,0,0,0,0,0,0,0.0921458756442878,0
"chr2_186604073_186629292_+","chr2_186604073_186629292","FSIP2",0.0425852391469921,0.0921709998788412,0.0709581921073132,0.301901474289192,0.111114367996698,0.105194001143774,0.0299676262730135,0,0.0293665704177321,0,0.0557888972674514,0,0.148753055201813,0,0,0.14005563401939,0,0.0301490390611855,0.0472024567179433,0,0.890743464561449,0
"chr2_186609049_186629292_+","chr2_186609049_186629292","FSIP2",0,0,0,0,0,0.0262985002859436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614305837628585,0
"chr2_187604955_187618776_+","chr2_187604955_187618776","FAM171B",0.149048337014472,0.0691282499091309,0.230614124348768,0,0.533348966384148,0.184089502001605,0.0299676262730135,0.180262260408078,0.0293665704177321,0.188882614838033,0.362627832238434,0.0857482653018744,0,0.455029233353097,0,0.028011126803878,0,0.0904471171835564,0.14160737015383,0.670575338552533,0.153576459407146,0
"chr2_190585345_190609514_+","chr2_190585345_190609514","ANKAR",0,0,0,0,0,0,0,0,0,0.188882614838033,0,0,0,0,0,0,0,0,0,0,0.0307152918814293,0
"chr2_190618642_190619071_-","chr2_190618642_190619071","OSGEPL1",0,0,0,0,0,0.0788955008578308,0,0,0,0,0.0278944486337257,0,0,0,0,0,0,0,0.0944049134358866,0,0,0
"chr2_191300703_191302287_+","chr2_191300703_191302287","MFSD6",0,0,0,0,0,0,0,0.135196695306059,0,0,0,0,0.148753055201813,0,0,0,0,0.0602980781223709,0.14160737015383,0,0.0921458756442878,0
"chr2_191375087_191390104_+","chr2_191375087_191390104","not_annotated",0,0,0,0,0,0.0262985002859436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614305837628585,0
"chr2_191523884_191537878_+","chr2_191523884_191537878","NAB1",0,0.0230427499697103,0.0354790960536566,0,0,0,0,0,0.0293665704177321,0,0,0,0,0,0.0539994212342032,0.028011126803878,0,0,0,0,0,0
"chr2_196544756_196545774_+","chr2_196544756_196545774","SLC39A10",0,0,0.0177395480268283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14160737015383,0,0,0
"chr2_196544756_196548630_+","chr2_196544756_196548630","SLC39A10",0,0,0,0,0.0222228735993395,0,0,0,0,0,0,0,0.446259165605438,0,0,0,0,0,0.0472024567179433,0,0.0614305837628585,0
"chr2_196544756_196593073_-","chr2_196544756_196593073","not_annotated",0,0,0.0354790960536566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921458756442878,0
"chr2_196821985_196825669_-","chr2_196821985_196825669","DNAH7",0.0212926195734961,0,0.0354790960536566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr2_196821985_196852953_+","chr2_196821985_196852953","not_annotated",0,0.0230427499697103,0.0709581921073132,0.0274455885717447,0.088891494397358,0.0788955008578308,0.0599352525460271,0.0225327825510098,0,0,0.0557888972674514,0,0,0,0,0,0,0.120596156244742,0,0,0.0307152918814293,0
"chr2_196883894_196915973_-","chr2_196883894_196915973","DNAH7",0,0,0,0,0.044445747198679,0,0,0,0,0,0.0278944486337257,0,0,0,0,0,0,0,0,0,0,0
"chr2_197105173_197172809_-","chr2_197105173_197172809","HECW2",0,0.299555749606234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602980781223709,0,0,0,0
"chr2_197135917_197172809_-","chr2_197135917_197172809","HECW2",0,0,0,0,0,0,0.0899028788190406,0,0,0,0.0278944486337257,0,0.148753055201813,0,0,0,0,0.0301490390611855,0,0,0,0
"chr2_197755552_197763093_-","chr2_197755552_197763093","PGAP1",0.0212926195734961,0,0,0.0274455885717447,0.0222228735993395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188809826871773,0,0.215007043170005,0
"chr2_197777606_197786910_-","chr2_197777606_197786910","PGAP1",0,0,0.0886977401341415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944049134358866,0,0.122861167525717,0
"chr2_197777606_197787849_-","chr2_197777606_197787849","PGAP1",0.0212926195734961,0.0230427499697103,0.124176836187798,0,0,0.0525970005718872,0,0,0,0,0,0,0.148753055201813,0,0,0.0560222536077561,0,0.0904471171835564,0.0944049134358866,0.167643834638133,0.215007043170005,0
"chr2_200173483_200213896_-","chr2_200173483_200213896","SATB2",0,0,0,0,0,0,0,0,0,0,0,0.0857482653018744,0,0,0,0,0,0.0301490390611855,0,0,0.0614305837628585,0
"chr2_200173483_200233430_-","chr2_200173483_200233430","SATB2",0,0,0.0177395480268283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14160737015383,0,0.0307152918814293,0
"chr2_200173483_200246543_-","chr2_200173483_200246543","SATB2",0,0,0.0354790960536566,0,0,0,0,0,0,0,0,0.0428741326509372,0.59501222080725,0,0,0,0,0,0.0472024567179433,0.335287669276266,0.153576459407146,0
"chr2_200213424_200246543_+","chr2_200213424_200246543","not_annotated",0,0,0.0354790960536566,0,0,0,0,0,0.0587331408354642,0,0,0,0.148753055201813,0,0,0,0,0.0602980781223709,0,0,0.0307152918814293,0
"chr2_200213424_200298237_+","chr2_200213424_200298237","not_annotated",0,0,0.0354790960536566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14160737015383,0,0,0
"chr2_201194154_201305507_-","chr2_201194154_201305507","not_annotated",0,0,0.0532186440804849,0,0,0,0,0,0,0,0,0,0,0,0.0539994212342032,0,0,0,0,0,0,0
"chr2_201721405_201722812_-","chr2_201721405_201722812","CLK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560222536077561,0,0,0,0,0.0921458756442878,0
"chr2_201721405_201726585_+","chr2_201721405_201726585","not_annotated",0.0425852391469921,0.115213749848552,0.0532186440804849,0.0274455885717447,0,0,0,0,0.0293665704177321,0,0,0,0,0,0.16199826370261,0,0,0,0,0.167643834638133,0.0614305837628585,0
"chr2_201784945_201802689_+","chr2_201784945_201802689","Metazoa_SRP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944049134358866,0,0.0614305837628585,0
"chr2_201881714_201888762_+","chr2_201881714_201888762","not_annotated",0,0.0921709998788412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614305837628585,0
"chr2_202195193_202228896_-","chr2_202195193_202228896","ALS2CR12",0,0,0,0,0,0,0,0,0.0587331408354642,0,0,0,0,0,0,0,0,0,0.14160737015383,0,0,0
"chr2_203329532_203332412_+","chr2_203329532_203332412","BMPR2",0.0212926195734961,0.161299249787972,0.0709581921073132,0.0274455885717447,0.0222228735993395,0.0788955008578308,0,0.0901311302040391,0,0.0944413074190163,0.19526114043608,0.0857482653018744,0,0,0.107998842468406,0.028011126803878,0,0.180894234367113,0.28321474030766,0.167643834638133,0.368583502577151,0
"chr2_203329532_203384924_+","chr2_203329532_203384924","BMPR2",0,0,0,0,0,0.0788955008578308,0,0,0,0,0.167366691802354,0,0,0,0,0,0,0,0,0,0.122861167525717,0
"chr2_203407092_203420114_+","chr2_203407092_203420114","BMPR2",0,0,0,0,0.0666686207980185,0,0,0.0901311302040391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr2_203419975_203421254_+","chr2_203419975_203421254","BMPR2",0.0212926195734961,0,0.159655932241455,0.0823367657152342,0.200005862394056,0,0,0.0450655651020195,0.0880997112531964,0.0944413074190163,0.0557888972674514,0.0857482653018744,0.59501222080725,0,0,0.448178028862049,0,0.271341351550669,0.56642948061532,1.67643834638133,2.42650805863291,0.102647220492902
"chr2_203620261_203624076_-","chr2_203620261_203624076","not_annotated",0.0638778587204882,0,0.195135028295111,0,0,0,0,0,0,0,0,0,0.297506110403625,0,0,0.112044507215512,0,0,0.330417197025603,0,0.184291751288576,0
"chr2_203623956_203631113_+","chr2_203623956_203631113","FAM117B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944049134358866,0,0.153576459407146,0
"chr2_203806583_203820481_+","chr2_203806583_203820481","ALS2CR8",0,0.138256499818262,0,0,0,0,0,0,0,0.0944413074190163,0,0,0,0,0,0,0,0.0602980781223709,0,0,0,0
"chr2_203817282_203826149_-","chr2_203817282_203826149","not_annotated",0.0425852391469921,0,0.0709581921073132,0,0,0.0262985002859436,0.0899028788190406,0.0450655651020195,0,0,0.0278944486337257,0,0.148753055201813,0,0,0,0,0,0,0,0,0
"chr2_203974873_203991649_+","chr2_203974873_203991649","NBEAL1",0.0212926195734961,0,0,0,0,0,0,0,0,0.0944413074190163,0,0,0,0,0,0,0,0.120596156244742,0,0,0.0921458756442878,0.102647220492902
"chr2_204231600_204291992_+","chr2_204231600_204291992","ABI2",0,0.0921709998788412,0,0,0.0222228735993395,0.105194001143774,0,0.0450655651020195,0.0587331408354642,0,0.0557888972674514,0,0,0,0,0,0,0,0,0.167643834638133,0.122861167525717,0
"chr2_204244931_204291992_-","chr2_204244931_204291992","RAPH1",0,0.0230427499697103,0,0,0,0,0,0.0450655651020195,0,0.0944413074190163,0,0,0,0,0,0,0,0,0,0,0,0
"chr2_204267299_204291992_+","chr2_204267299_204291992","ABI2",0.0212926195734961,0,0.0532186440804849,0,0,0.0525970005718872,0,0,0.0293665704177321,0,0.0278944486337257,0.0428741326509372,0,0,0,0.0840333804116341,0,0,0,0,0,0
"chr2_20445965_20447568_+","chr2_20445965_20447568","not_annotated",0,0.0460854999394206,0,0,0,0,0,0,0,0,0.0278944486337257,0,0,0,0,0,0,0,0,0,0,0
"chr2_20507739_20527139_-","chr2_20507739_20527139","PUM2",0.0212926195734961,0.0460854999394206,0,0,0,0,0,0.0225327825510098,0,0,0,0,0.148753055201813,0,0,0,0,0.0301490390611855,0,0,0,0
"chr2_20507739_20532824_+","chr2_20507739_20532824","not_annotated",0.0425852391469921,0,0.0177395480268283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr2_205521865_205551005_+","chr2_205521865_205551005","PARD3B",0.0425852391469921,0,0,0,0,0.0525970005718872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr2_205969150_205990461_-","chr2_205969150_205990461","not_annotated",0,0.0460854999394206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560222536077561,0,0,0,0,0,0
"chr2_206023446_206058044_+","chr2_206023446_206058044","PARD3B",0,0.0460854999394206,0,0,0,0.0262985002859436,0.0299676262730135,0,0,0,0,0,0.148753055201813,0,0,0,0,0,0,0,0,0
"chr2_206959646_206960515_+","chr2_206959646_206960515","not_annotated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602980781223709,0.0472024567179433,0,0,0
"chr2_206992521_207017234_-","chr2_206992521_207017234","NDUFS1",0,0,0.0177395480268283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301490390611855,0.0944049134358866,0,0,0
"chr2_208439996_208442379_-","chr2_208439996_208442379","not_annotated",0,0,0,0,0,0,0,0,0,0,0,0.0857482653018744,0,0,0,0,0,0,0,0,0.0307152918814293,0
"chr2_208461638_208462207_-","chr2_208461638_208462207","not_annotated",0,0,0.0354790960536566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301490390611855,0,0,0,0
"chr2_208589524_208607066_+","chr2_208589524_208607066","CCNYL1",0.0212926195734961,0,0,0,0,0,0,0,0,0,0.0557888972674514,0.0857482653018744,0,0,0,0.112044507215512,0,0,0.0944049134358866,0,0.184291751288576,0
"chr2_208841375_208842310_-","chr2_208841375_208842310","PLEKHM3",0,0.0691282499091309,0.0177395480268283,0,0,0.157791001715662,0,0.0225327825510098,0.0587331408354642,0,0,0.0857482653018744,0.148753055201813,0,0,0,0,0.0301490390611855,0.330417197025603,0,0.0307152918814293,0
"chr2_209209835_209212747_+","chr2_209209835_209212747","PIKFYVE",0,0,0.0886977401341415,0,0,0.0262985002859436,0,0,0,0,0,0,0,0,0.107998842468406,0,0,0,0,0,0,0
"chr2_210556118_210561775_+","chr2_210556118_210561775","MAP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.227514616676548,0.16199826370261,0,0,0,0,0,0.0307152918814293,0
"chr2_210557349_210561472_-","chr2_210557349_210561472","not_annotated",0,0,0.0354790960536566,0,0,0,0,0,0,0,0,0,0,0,0,0.028011126803878,0,0.120596156244742,0.0472024567179433,0,0,0
"chr2_210557361_210561472_-","chr2_210557361_210561472","not_annotated",0,0,0,0.164673531430468,0,0,0,0,0,0,0.0278944486337257,0,0,0.227514616676548,0,0,0,0.0602980781223709,0,0,0.0307152918814293,0.102647220492902
"chr2_210565001_210574978_+","chr2_210565001_210574978","MAP2",0,0,0,0,0,0,0,0.0225327825510098,0,0,0,0.214370663254686,0,0,0,0,0,0,0,0,0,0
"chr2_210570304_210574978_+","chr2_210570304_210574978","MAP2",0,0,0,0,0,0,0,0.0225327825510098,0,0,0,0.128622397952812,0,0,0.107998842468406,0,0.658159732734496,0.150745195305927,0,0,0,0
"chr2_210598025_210598178_-","chr2_210598025_210598178","not_annotated",0,0,0,0,0,0,0.119870505092054,0,0,0,0,0,0,0,0,0.028011126803878,0,0,0,0,0,0
"chr2_210940276_211019335_-","chr2_210940276_211019335","KANSL1L",0,0,0,0,0,0,0.0599352525460271,0.0450655651020195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr2_210962810_211019335_+","chr2_210962810_211019335","not_annotated",0,0.0460854999394206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560222536077561,0,0,0.0472024567179433,0,0.0307152918814293,0
"chr2_210968828_211019335_+","chr2_210968828_211019335","not_annotated",0.0212926195734961,0,0,0,0,0.0262985002859436,0.209773383911095,0.0450655651020195,0.0293665704177321,0.0944413074190163,0,0,0,0,0,0,0,0,0,0,0,0
"chr2_210993755_211019335_+","chr2_210993755_211019335","not_annotated",0.0212926195734961,0,0.0177395480268283,0,0,0,0,0,0,0,0,0,0,0,0,0.168066760823268,0,0,0,0,0,0
"chr2_211018219_211019335_+","chr2_211018219_211019335","not_annotated",0.0212926195734961,0.230427499697103,0.408009604617051,0,0,0,0,0.0225327825510098,0.0293665704177321,0.0944413074190163,0.0278944486337257,0.0428741326509372,0.148753055201813,0,0,0.0560222536077561,0,0.0904471171835564,0.0944049134358866,0,0.153576459407146,0
"chr2_212812155_212989628_+","chr2_212812155_212989628","not_annotated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167643834638133,0.0614305837628585,0
"chr2_214174783_214215369_-","chr2_214174783_214215369","not_annotated",0.0212926195734961,0.0230427499697103,0,0,0.155560115195377,0,0,0.0225327825510098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205294440985803
