,SY5Y_exp1_D0,SY5Y_exp1_D2,SY5Y_exp1_D4,SY5Y_exp2_D0,SY5Y_exp2_D4,SY5Y_exp2_D8
chr1_55340766_55341720_-,0,0.048920448,0,0,0,0
chr1_58992933_59004982_-,0.06101729,0,0,0,0,0
chr1_62321702_62350080_+,0,0,0.047093461,0,0,0
chr1_63269390_63286880_+,0,0.048920448,0.047093461,0,0,0
chr1_65243306_65255197_+,0,0.073380672,0,0,0,0
chr1_65243306_65280523_+,0.040678193,0,0,0,0,0
chr1_70736539_70781249_-,0.081356387,0,0,0,0,0
chr1_78097520_78107340_-,0,0,0,0.033979442,0,0
chr1_78177432_78178966_-,0.06101729,0.048920448,0,0,0,0
chr1_78268955_78272786_+,0,0.048920448,0,0,0,0
chr1_82302570_82372915_+,0.081356387,0,0.047093461,0.067958884,0,0
chr1_93070864_93101893_-,0,0,0,0,0.040181154,0
chr1_93159359_93170301_-,0.06101729,0,0,0,0,0
chr1_97216981_97250810_+,0,0.048920448,0,0,0,0
chr1_97235259_97250810_+,0.12203458,0,0.047093461,0,0.040181154,0
chr1_99418626_99422297_-,0.040678193,0,0,0,0,0
chr1_100459093_100464971_+,0.06101729,0,0,0,0,0
chr1_101376619_101387397_+,0.040678193,0,0,0,0,0
chr1_109533876_109554340_-,0,0.097840896,0,0,0,0
chr1_115262200_115263338_-,0.040678193,0,0.047093461,0,0,0
chr1_115267842_115280693_-,0,0,0,0.033979442,0,0
chr1_118461219_118463047_-,0.040678193,0,0,0,0,0
chr1_146747017_146757164_+,0,0.048920448,0.070640192,0.084948606,0,0
chr1_151630711_151630903_+,0,0.048920448,0,0,0,0
chr1_155385535_155429689_-,0.040678193,0,0,0,0,0
chr1_155490891_155491409_-,0.06101729,0,0,0,0,0
chr1_155646339_155649303_-,0.101695483,0.220142016,0.141280383,0,0.060271731,0
chr1_155691308_155695810_+,0.040678193,0,0,0,0,0
chr1_155695173_155695810_+,0.223730063,0.269062464,0.211920575,0.033979442,0.080362309,0
chr1_156290630_156304709_-,0,0,0,0.033979442,0,0
chr1_163122340_163138158_-,0,0.073380672,0.047093461,0,0,0
chr1_167734820_167742605_+,0.101695483,0,0,0,0,0
chr1_168153140_168154116_+,0,0.048920448,0,0,0,0
chr1_169199956_169256646_-,0.040678193,0,0.047093461,0,0,0
chr1_169767998_169770112_+,0.06101729,0,0,0,0,0
chr1_172520652_172560211_+,0,0.073380672,0.047093461,0.067958884,0,0
chr1_172525009_172526934_+,0,0,0.047093461,0,0,0
chr1_176050288_176055026_-,0,0.073380672,0,0,0,0
chr1_176085760_176105683_-,0,0,0,0,0.040181154,0
chr1_200729967_200730226_+,0,0,0.047093461,0,0.040181154,0
chr1_202724399_202727638_-,0.040678193,0,0,0,0,0
chr1_210186978_210194599_+,0.081356387,0,0.047093461,0.033979442,0,0
chr1_213037067_213061936_+,0.06101729,0.048920448,0,0,0,0
chr1_213403840_213405598_+,0,0.048920448,0,0,0,0
chr1_214169812_214178615_+,0,0.048920448,0,0,0,0
chr1_220355599_220356273_-,0,0,0,0.033979442,0,0
chr1_225140372_225156576_+,0.040678193,0.12230112,0,0.050969163,0.060271731,0
chr1_225600156_225603034_-,0,0.048920448,0,0,0,0
chr1_225742608_225755116_-,0,0.12230112,0,0,0,0
chr1_230798887_230800333_+,0.081356387,0.048920448,0,0.050969163,0,0
chr1_230798887_230807386_+,0.040678193,0,0,0.033979442,0,0
chr1_230798887_230810870_+,0.06101729,0.048920448,0,0,0,0
chr1_233296029_233336010_-,0.040678193,0,0,0,0,0
chr1_235316021_235318427_-,0.040678193,0,0,0,0,0
chr1_235634164_235647831_-,0.040678193,0,0,0,0,0
chr1_243579004_243589860_+,0,0.195681792,0,0,0,0
chr1_243776973_243859018_-,0.040678193,0.048920448,0.047093461,0,0,0
chr1_246490503_246498776_-,0,0.048920448,0,0,0,0
chr1_246754814_246755243_+,0.040678193,0.073380672,0,0,0,0
chr1_247322308_247323115_-,0.081356387,0,0,0,0,0
chr10_225934_255988_+,0.040678193,0,0,0,0,0
chr10_909683_910210_-,0.040678193,0.048920448,0,0,0,0
chr10_1038429_1045035_+,0,0.048920448,0.070640192,0,0,0
chr10_1118056_1126416_+,0.040678193,0.048920448,0,0,0,0
chr10_1118056_1132297_+,0,0,0,0.033979442,0,0
chr10_5815805_5842668_-,0.040678193,0.073380672,0,0.050969163,0.040181154,0
chr10_7262373_7327916_-,0.06101729,0.073380672,0.070640192,0,0.040181154,0
chr10_7285520_7327916_-,0.101695483,0.171221568,0,0.067958884,0,0
chr10_7290510_7327916_-,0.040678193,0,0,0,0,0
chr10_7325866_7327916_-,0,0.048920448,0,0,0,0
chr10_11523769_11527910_-,0,0.048920448,0,0.033979442,0,0
chr10_12123471_12143180_+,0,0.048920448,0,0,0,0
chr10_27349274_27350171_-,0,0.073380672,0,0,0,0
chr10_27458873_27470510_+,0,0,0,0,0.040181154,0
chr10_34558585_34573173_-,0.081356387,0.097840896,0.094186922,0.050969163,0.040181154,0
chr10_34636893_34673182_-,0,0,0.047093461,0,0,0
chr10_46158990_46159290_-,0.040678193,0,0,0,0,0
chr10_69714352_69773943_-,0.040678193,0.073380672,0.047093461,0,0,0
chr10_76074425_76158337_+,0.040678193,0,0,0,0,0
chr10_86130770_86133571_+,0.101695483,0,0,0,0,0
chr10_91511103_91522592_+,0.06101729,0.073380672,0.070640192,0,0,0
chr10_94653106_94659401_+,0.06101729,0.073380672,0.047093461,0,0,0
chr10_94653106_94669388_+,0,0,0.047093461,0,0,0
chr10_95790440_95792009_+,0.06101729,0.048920448,0,0,0,0
chr10_98667022_98711953_+,0.040678193,0,0,0,0,0
chr10_103552596_103570071_-,0,0,0.047093461,0,0,0
chr10_103558599_103560157_-,0,0,0.047093461,0,0,0
chr10_103558599_103567658_-,0.040678193,0,0.047093461,0,0,0
chr10_103868786_103871293_-,0,0.048920448,0,0,0,0
chr10_108377907_108380319_-,0,0.048920448,0,0,0,0
chr10_108458972_108469099_-,0,0.073380672,0,0,0,0
chr10_112352831_112358048_+,0,0.048920448,0,0,0,0
chr10_116247717_116251637_-,0,0.048920448,0,0,0,0
chr10_116590611_116608496_+,0.040678193,0,0.047093461,0,0,0
chr10_116719485_116734144_+,0.040678193,0,0,0.033979442,0,0
chr10_116730127_116734144_+,0,0,0.047093461,0,0,0
chr10_116879949_116925405_+,0.06101729,0.097840896,0.047093461,0,0,0
chr10_117221451_117278834_+,0.040678193,0.048920448,0,0,0,0
chr10_120488807_120489922_-,0.081356387,0,0,0,0,0
chr10_121685548_121693299_+,0.040678193,0,0,0,0,0
chr10_128768966_128817099_+,0.040678193,0,0,0,0,0
chr10_128840889_128860040_+,0,0.048920448,0,0,0,0
chr11_3746333_3756554_-,0.040678193,0,0,0,0,0
chr11_3988782_4045217_+,0.040678193,0,0,0,0,0
chr11_9308002_9316934_-,0,0,0,0.033979442,0,0
chr11_9308002_9321248_-,0,0,0.047093461,0,0,0
chr11_17153463_17167489_-,0.040678193,0,0,0,0,0
chr11_18303497_18309560_-,0.040678193,0,0,0,0,0
chr11_30516843_30602041_-,0,0.048920448,0.117733653,0,0,0
chr11_30557541_30602041_-,0,0.146761344,0,0,0,0
chr11_34107611_34107960_+,0.040678193,0,0,0,0,0
chr11_46455024_46456587_-,0,0.048920448,0,0,0,0
chr11_46817144_46842819_-,0.040678193,0,0,0,0,0
chr11_61895623_61898062_+,0.040678193,0,0,0,0,0
chr11_78176922_78189729_-,0.081356387,0,0,0,0,0
chr11_78270585_78282489_-,0,0.048920448,0,0,0,0
chr11_85685751_85742653_-,0,0.048920448,0,0,0,0
chr11_85707869_85714494_-,0.081356387,0.048920448,0,0,0,0
chr11_85707869_85742653_-,0.12203458,0.073380672,0,0,0,0
chr11_85718585_85742653_-,0,0,0,0,0.040181154,0
chr11_85723324_85742653_-,0,0.048920448,0,0,0,0
chr11_85733410_85742653_-,0.040678193,0.073380672,0.094186922,0,0,0
chr11_86267595_86270865_-,0.040678193,0,0,0,0,0
chr11_89133185_89135710_-,0.040678193,0,0,0,0,0
chr11_95546096_95546753_+,0,0.048920448,0,0,0,0
chr11_95825056_95826681_-,0,0.048920448,0,0,0.040181154,0
chr11_103173822_103229087_+,0,0,0.047093461,0,0,0
chr11_111907997_111914257_+,0,0,0,0,0.040181154,0
chr11_115099833_115111140_-,0,0,0.047093461,0,0,0
chr11_119545869_119549475_-,0.040678193,0.048920448,0,0,0,0
chr11_120276827_120278532_+,0,0.048920448,0,0.033979442,0,0
chr11_125848199_125893432_-,0.040678193,0,0,0,0,0
chr11_128932175_128936763_-,0,0,0.047093461,0,0,0
chr12_459787_465703_-,0,0.073380672,0,0,0,0
chr12_539830_547720_+,0.101695483,0,0,0,0,0
chr12_936208_939326_+,0.06101729,0,0,0,0,0
chr12_26208169_26220646_+,0.040678193,0,0,0,0,0
chr12_26208212_26220646_+,0,0.048920448,0,0,0,0
chr12_32458631_32459056_+,0.040678193,0,0,0.033979442,0,0
chr12_32751431_32764217_+,0,0.073380672,0,0,0,0
chr12_46230372_46233279_+,0.06101729,0.073380672,0.047093461,0,0,0
chr12_46230372_46254732_+,0,0,0.047093461,0,0,0
chr12_46319925_46322642_-,0,0.048920448,0.047093461,0,0,0
chr12_49890616_49893988_+,0,0,0.047093461,0,0,0
chr12_69120279_69121169_+,0.06101729,0,0,0,0,0
chr12_89860547_89866052_-,0,0.048920448,0,0,0,0
chr12_99071203_99093347_+,0.040678193,0,0,0,0,0
chr12_100598718_100599522_+,0,0,0.047093461,0,0,0
chr12_109509417_109511337_+,0.06101729,0.048920448,0,0,0,0
chr12_111064167_111070364_+,0.040678193,0,0,0,0,0
chr12_111947353_111993723_-,0,0.048920448,0,0,0,0
chr12_117365828_117387511_+,0.040678193,0,0,0,0,0
chr12_122825300_122826244_-,0,0,0.047093461,0,0,0
chr12_123678933_123707674_-,0,0,0.047093461,0,0.040181154,0
chr12_124102305_124103384_+,0.040678193,0,0,0,0,0
chr12_124904503_124915333_-,0.040678193,0.097840896,0.070640192,0,0,0
chr13_20304379_20356931_-,0.06101729,0.048920448,0,0,0.040181154,0
chr13_20567203_20580726_+,0,0.073380672,0,0,0,0
chr13_20625573_20641530_+,0.040678193,0,0.094186922,0,0,0
chr13_20632715_20641530_+,0,0,0.047093461,0,0,0
chr13_20638591_20657172_+,0.12203458,0.048920448,0.117733653,0,0,0
chr13_23927924_23930146_-,0.040678193,0,0,0,0,0
chr13_26911704_26928017_+,0.081356387,0.048920448,0,0,0,0
chr13_31211881_31221194_+,0.040678193,0,0,0,0,0
chr13_32652971_32699012_+,0,0.048920448,0,0,0,0
chr13_32835753_32841496_+,0.040678193,0,0,0,0,0
chr13_37427556_37454012_-,0.06101729,0,0,0,0,0
chr13_41890982_41910892_+,0,0,0.047093461,0,0,0
chr13_42439872_42461497_-,0.040678193,0,0,0,0,0
chr13_50025689_50042096_+,0.06101729,0,0,0,0,0
chr13_51501543_51517530_+,0,0,0.047093461,0,0,0
chr13_60407241_60413582_-,0,0,0.047093461,0,0,0
chr13_60667762_60686320_-,0,0.048920448,0,0,0,0
chr13_79932409_79946065_-,0.040678193,0,0,0,0,0
chr13_80094945_80113910_+,0.040678193,0.048920448,0,0,0,0
chr13_80107458_80117817_+,0.040678193,0,0,0,0,0
chr13_95813443_95840796_-,0.040678193,0,0,0,0,0
chr13_96636058_96651561_-,0.040678193,0.171221568,0.117733653,0,0,0
chr13_100953714_100992513_+,0,0.048920448,0,0,0,0
chr13_100982815_101020828_+,0.06101729,0,0,0,0,0
chr13_111274563_111276626_+,0.06101729,0.073380672,0,0,0,0
chr13_113460527_113465040_+,0.101695483,0,0,0,0,0
chr13_113838660_113854830_-,0,0.048920448,0,0,0,0
chr14_23375404_23380612_-,0.06101729,0,0,0,0,0
chr14_31097415_31103243_+,0.040678193,0,0,0,0,0
chr14_31171502_31177271_+,0.040678193,0,0,0,0,0
chr14_31346778_31349940_+,0.06101729,0.12230112,0,0,0,0
chr14_31404369_31425448_-,0,0.048920448,0,0,0,0
chr14_31596991_31641328_-,0.040678193,0,0.047093461,0,0,0
chr14_31813102_31844174_-,0.040678193,0,0,0,0,0
chr14_32142561_32142780_+,0,0.048920448,0,0,0,0
chr14_32559708_32563592_+,0,0,0,0.067958884,0,0
chr14_32902666_32903023_+,0,0,0.047093461,0,0,0
chr14_35044962_35078948_-,0.101695483,0,0,0,0,0
chr14_35261981_35331528_-,0.040678193,0.048920448,0,0,0,0
chr14_50647290_50671127_-,0,0.073380672,0.047093461,0,0,0
chr14_50952296_50952912_-,0.06101729,0,0,0,0,0
chr14_52977958_53011089_-,0,0,0,0.033979442,0,0
chr14_58690340_58690574_+,0.040678193,0,0,0,0,0
chr14_61262935_61278845_+,0,0,0,0.050969163,0,0
chr14_61262935_61285565_+,0,0.048920448,0,0.050969163,0,0
chr14_61262935_61346553_+,0.040678193,0,0,0,0,0
chr14_62188227_62205091_+,0,0,0.047093461,0,0,0
chr14_71485726_71502874_+,0,0.048920448,0,0,0,0
chr14_73448497_73460065_-,0.040678193,0,0,0,0,0
chr14_76173361_76187046_+,0.06101729,0,0,0,0,0
chr14_76184204_76187046_+,0,0,0.047093461,0,0,0
chr14_81209419_81227957_-,0.040678193,0,0,0,0,0
chr14_81209419_81244390_-,0,0.048920448,0,0,0,0
chr14_81297487_81307112_-,0,0.073380672,0,0,0,0
chr14_81362062_81366373_-,0,0.073380672,0,0,0,0
chr14_89093182_89110855_-,0.101695483,0.048920448,0,0,0,0
chr14_89148234_89163296_-,0.101695483,0,0,0,0,0
chr14_89178615_89221015_-,0.040678193,0.048920448,0.070640192,0.084948606,0,0
chr14_89202708_89221015_-,0.12203458,0.073380672,0.094186922,0.050969163,0,0
chr14_89305796_89327676_+,0,0.073380672,0.094186922,0,0,0
chr14_90397885_90398971_-,0.12203458,0,0,0,0,0
chr14_91044450_91084389_-,0,0.073380672,0,0,0,0
chr14_91409422_91413894_-,0,0,0.047093461,0,0,0
chr14_91409422_91467503_-,0.040678193,0,0,0,0,0
chr14_91444650_91467503_-,0,0,0,0.084948606,0,0
chr14_91947920_91957146_-,0,0,0.047093461,0,0,0
chr14_97026986_97029230_+,0.101695483,0.048920448,0,0,0,0
chr14_100384119_100387214_+,0.06101729,0,0,0,0,0
chr14_105814830_105821514_+,0.040678193,0,0,0,0,0
chr15_30053342_30065560_-,0.06101729,0.048920448,0.070640192,0.033979442,0,0
chr15_41648237_41650456_+,0,0.048920448,0,0,0,0
chr15_42040835_42042813_+,0,0,0,0.033979442,0,0
chr15_42553156_42560230_-,0.12203458,0,0,0.033979442,0,0
chr15_43132558_43170882_-,0.040678193,0,0,0,0,0
chr15_43164809_43170882_-,0,0,0,0.050969163,0,0
chr15_43687305_43694048_+,0,0,0.047093461,0,0,0
chr15_43692242_43694048_+,0.06101729,0,0,0,0,0
chr15_43707792_43708614_-,0,0,0,0.033979442,0,0
chr15_44620883_44673174_+,0,0,0,0,0.040181154,0
chr15_49319562_49329966_-,0,0.048920448,0.047093461,0,0,0
chr15_49528048_49584734_+,0.081356387,0,0.047093461,0,0,0
chr15_50741597_50751359_+,0,0.048920448,0,0,0.040181154,0
chr15_52161414_52194233_+,0,0,0.047093461,0.033979442,0,0
chr15_52697484_52725482_-,0,0,0.070640192,0,0,0
chr15_56981239_56999504_-,0.040678193,0,0,0,0,0
chr15_63988323_64008672_-,0,0,0,0,0.040181154,0
chr15_65445885_65447419_-,0.040678193,0,0,0,0,0
chr15_68434284_68457142_+,0.040678193,0,0.047093461,0,0,0
chr15_72855735_72862648_+,0.040678193,0,0,0,0,0
chr15_78337242_78346529_-,0.040678193,0,0,0,0,0
chr15_80743221_80767564_+,0.040678193,0,0,0,0,0
chr15_83357488_83358205_-,0,0.048920448,0,0,0,0
chr15_85333936_85343208_+,0.06101729,0,0,0,0,0
chr15_85607601_85610435_+,0,0.073380672,0.047093461,0,0,0
chr15_85656608_85669605_+,0.081356387,0,0,0,0.040181154,0
chr15_85657104_85664245_+,0.06101729,0.097840896,0,0,0,0
chr15_90137646_90138842_+,0.040678193,0,0,0,0,0
chr15_93543742_93558139_+,0,0,0,0.033979442,0,0
chr15_102241289_102255166_-,0.06101729,0,0,0,0,0
chr16_354304_364683_-,0,0.048920448,0,0,0,0
chr16_3801727_3808973_-,0,0.048920448,0,0,0,0
chr16_11217599_11217803_+,0,0.048920448,0,0,0,0
chr16_15758593_15758718_+,0.040678193,0,0,0,0,0
chr16_18846214_18856973_-,0.040678193,0,0,0,0,0
chr16_22236975_22237296_+,0.06101729,0,0,0,0,0
chr16_27539919_27556844_-,0.06101729,0,0,0,0,0
chr16_27544612_27556844_-,0,0,0.047093461,0,0,0
chr16_28157415_28167848_-,0.06101729,0,0,0,0,0
chr16_28499912_28500707_-,0,0.048920448,0,0,0,0
chr16_30715385_30715636_+,0,0,0.047093461,0,0,0
chr16_47531310_47630442_+,0,0,0.047093461,0,0,0
chr16_49557535_49559405_-,0.06101729,0,0,0,0,0
chr16_53289512_53308214_+,0,0.073380672,0,0,0,0
chr16_53913756_53922863_+,0,0.073380672,0,0,0,0
chr16_68059318_68072052_+,0.040678193,0,0,0,0,0
chr16_68155890_68225678_+,0.06101729,0.073380672,0,0.050969163,0,0
chr16_68300496_68300624_+,0,0,0.047093461,0.033979442,0,0
chr16_71803526_71805155_-,0.040678193,0,0,0,0,0
chr16_72122886_72124685_-,0,0.048920448,0,0.033979442,0,0
chr16_74972048_74985441_-,0,0.048920448,0,0,0,0
chr16_85012795_85015600_-,0.06101729,0,0,0,0,0
chr16_87760371_87764250_-,0.040678193,0,0,0,0,0
chr16_88008654_88017865_+,0,0.073380672,0.047093461,0,0,0
chr16_88694030_88695262_+,0,0.048920448,0,0,0,0
chr16_89287405_89288591_+,0,0,0.047093461,0,0,0
chr16_89371614_89383486_-,0.06101729,0,0,0,0,0
chr16_89816138_89828430_-,0,0,0,0,0.040181154,0
chr17_3967655_3968123_-,0.06101729,0,0,0,0,0
chr17_3984670_3989949_-,0.040678193,0,0,0,0,0
chr17_6493099_6503778_-,0,0,0,0,0.040181154,0
chr17_16001681_16005119_-,0,0.048920448,0,0,0,0
chr17_20910209_20914622_-,0.040678193,0,0,0,0,0
chr17_27975162_27999147_-,0.081356387,0,0,0,0,0
chr17_29483001_29509683_+,0,0.048920448,0.047093461,0,0,0
chr17_33310021_33313150_+,0.06101729,0,0,0,0,0
chr17_40474300_40475643_-,0,0,0.047093461,0,0,0
chr17_40650942_40653322_+,0,0.171221568,0,0,0,0
chr17_40879653_40882936_-,0.081356387,0.048920448,0,0,0,0
chr17_45734226_45736026_+,0,0,0.047093461,0,0,0
chr17_49067038_49068029_-,0.040678193,0,0,0,0,0
chr17_49067811_49075978_-,0.040678193,0,0.070640192,0,0,0
chr17_54921380_54925426_+,0.040678193,0,0,0.033979442,0,0
chr17_57274905_57275150_+,0.081356387,0,0.070640192,0,0,0
chr17_57334483_57344535_+,0,0,0,0.033979442,0,0
chr17_60106902_60112969_-,0.101695483,0.048920448,0.047093461,0,0,0
chr17_61655831_61657304_+,0,0,0,0.033979442,0,0
chr17_62515439_62519013_+,0.040678193,0.048920448,0,0,0,0
chr17_62515439_62525545_+,0.040678193,0,0,0,0,0
chr17_64092369_64128881_-,0,0.073380672,0,0,0,0
chr17_65941525_65960520_+,0.040678193,0,0,0,0,0
chr17_74878233_74902269_+,0.040678193,0,0,0,0,0
chr17_76082584_76089844_+,0,0.048920448,0.047093461,0,0,0
chr17_76087521_76089844_+,0,0,0,0,0.040181154,0
chr17_76869901_76870001_-,0,0,0,0,0.040181154,0
chr17_78115118_78115647_-,0,0.048920448,0,0,0,0
chr17_79580344_79596831_-,0,0.048920448,0,0,0,0
chr17_79813018_79813462_-,0.040678193,0,0,0,0,0
chr17_80417868_80430574_+,0,0.073380672,0,0,0,0
chr17_80426640_80430574_+,0.06101729,0,0,0,0,0
chr17_80521230_80545148_+,0.06101729,0,0,0,0,0
chr18_756557_756835_-,0,0.048920448,0,0,0,0
chr18_2718156_2718432_+,0,0,0.047093461,0,0,0
chr18_12999420_13042333_+,0,0.097840896,0,0,0.040181154,0
chr18_13048858_13073184_+,0.081356387,0.073380672,0,0,0,0
chr18_13087016_13117642_+,0.040678193,0,0,0,0,0
chr18_20570900_20576425_+,0.040678193,0,0,0,0,0
chr18_21644104_21663045_+,0.162712773,0.146761344,0.047093461,0,0,0
chr18_21757977_21759799_-,0,0.048920448,0,0,0,0
chr18_29866994_29868166_-,0,0,0.047093461,0,0,0
chr18_33058246_33060527_-,0.040678193,0,0,0,0,0
chr18_34646853_34647508_+,0,0.048920448,0,0,0,0
chr18_46858234_46860223_-,0,0.048920448,0,0,0,0
chr18_48189459_48190874_+,0.040678193,0,0,0,0,0
chr18_48444480_48458730_+,0,0.048920448,0,0,0,0
chr18_48584495_48586286_+,0.040678193,0,0,0,0,0
chr18_51797730_51804225_+,0.040678193,0,0,0,0,0
chr18_53017590_53018231_-,0.081356387,0,0,0,0,0
chr18_56585503_56587865_+,0.12203458,0.048920448,0.047093461,0,0,0
chr18_61006033_61030101_-,0.040678193,0,0,0,0,0
chr18_74561482_74587620_+,0.040678193,0,0,0,0,0
chr18_76856476_76936907_+,0,0,0.047093461,0,0,0
chr18_76953183_76967012_+,0.040678193,0,0,0,0,0
chr19_11230768_11234020_+,0.040678193,0,0,0,0,0
chr19_11548697_11548945_+,0,0,0,0.033979442,0,0
chr19_16503115_16506278_-,0.040678193,0,0,0,0,0
chr19_16952579_16965072_+,0,0,0.047093461,0,0,0
chr19_30476130_30503438_+,0.12203458,0.073380672,0,0,0,0
chr19_34685383_34699956_+,0,0.048920448,0,0,0,0
chr19_34706029_34706566_+,0,0,0,0,0.040181154,0
chr19_34921481_34924317_+,0.06101729,0,0,0,0,0
chr19_39879402_39879505_-,0,0.048920448,0,0,0,0
chr19_41129509_41129987_+,0,0.073380672,0,0,0,0
chr19_45767942_45769539_+,0.06101729,0,0,0,0,0
chr19_47865733_47865950_+,0,0.073380672,0,0,0,0
chr19_50902108_50902741_+,0.06101729,0.048920448,0.117733653,0,0,0
chr19_52876364_52877680_+,0.040678193,0,0,0,0,0
chr2_7154585_7170346_+,0.081356387,0.073380672,0.047093461,0,0,0
chr2_9484661_9484929_+,0,0.048920448,0,0,0,0
chr2_15601325_15651474_-,0,0,0.047093461,0,0,0
chr2_15743316_15747437_+,0.06101729,0,0,0,0,0
chr2_20478344_20527139_-,0.06101729,0.048920448,0,0,0,0
chr2_20507739_20527139_-,0.142373677,0.12230112,0.047093461,0,0,0
chr2_20939731_20939965_-,0.040678193,0,0,0,0,0
chr2_24194146_24207701_+,0.040678193,0,0,0,0,0
chr2_25830105_25851253_-,0,0.048920448,0.047093461,0,0,0
chr2_27147755_27151191_+,0,0.048920448,0,0,0,0
chr2_28999717_29016863_+,0,0,0.047093461,0,0,0
chr2_32339707_32353548_+,0,0,0,0,0.040181154,0
chr2_32602656_32617218_+,0.081356387,0,0.047093461,0,0,0
chr2_32602656_32620661_+,0,0.048920448,0.047093461,0.033979442,0,0
chr2_32602656_32641231_+,0,0.048920448,0,0,0,0
chr2_32626231_32658872_+,0,0.073380672,0,0,0,0
chr2_32639837_32641231_+,0,0.073380672,0,0,0.040181154,0
chr2_32664576_32679010_+,0,0,0.047093461,0,0,0
chr2_37105034_37121176_-,0,0.073380672,0,0,0,0
chr2_39559058_39564722_-,0,0.073380672,0,0.050969163,0,0
chr2_39564061_39564722_-,0.040678193,0,0.047093461,0,0,0
chr2_43625110_43657441_-,0.040678193,0,0,0,0,0
chr2_43655239_43657441_-,0.12203458,0.048920448,0,0,0,0
chr2_44132831_44145537_-,0.040678193,0,0,0,0,0
chr2_44139571_44145537_-,0,0,0.047093461,0,0,0
chr2_44190727_44202356_-,0,0,0.047093461,0,0,0
chr2_44436349_44436466_+,0.040678193,0.048920448,0.047093461,0,0,0
chr2_45640253_45647033_-,0,0.048920448,0,0,0,0
chr2_48059488_48066908_-,0,0.048920448,0,0,0,0
chr2_48061718_48062010_-,0,0,0,0,0.040181154,0
chr2_50847160_50850753_-,0,0,0,0,0.040181154,0
chr2_61295984_61315603_+,0,0,0.047093461,0,0,0
chr2_61719170_61722748_-,0,0,0.047093461,0,0,0
chr2_61719170_61724142_-,0,0,0.047093461,0,0,0
chr2_68717322_68765359_+,0.101695483,0,0,0,0,0
chr2_70406664_70409129_-,0.06101729,0.073380672,0.047093461,0,0,0
chr2_72361890_72362548_-,0,0.220142016,0.211920575,0,0.040181154,0
chr2_73646251_73659419_+,0,0,0.070640192,0,0.040181154,0
chr2_73659326_73682422_+,0.040678193,0,0.117733653,0.084948606,0,0
chr2_99802640_99804720_+,0.040678193,0,0,0,0,0
chr2_101898321_101905517_-,0.040678193,0,0,0,0,0
chr2_107446522_107450602_-,0.040678193,0.048920448,0,0,0,0
chr2_107446522_107460490_-,0,0.048920448,0.070640192,0,0,0
chr2_110342703_110343415_-,0,0.097840896,0,0,0.040181154,0
chr2_110919180_110920712_-,0.040678193,0,0,0,0,0
chr2_112702537_112705144_+,0,0.048920448,0,0,0,0
chr2_113321943_113331392_+,0,0.048920448,0,0,0,0
chr2_120684174_120692534_+,0,0,0.070640192,0,0,0
chr2_120885264_120903865_+,0,0.048920448,0,0,0,0
chr2_128028912_128047849_-,0,0.073380672,0,0,0,0
chr2_136467003_136467801_+,0.101695483,0,0,0,0,0
chr2_144966170_144993304_-,0,0,0.047093461,0,0,0
chr2_159922408_159954346_+,0,0.048920448,0,0,0,0
chr2_160585520_160609082_+,0.040678193,0,0,0,0,0
chr2_169404106_169417832_+,0,0,0.047093461,0,0,0
chr2_172305191_172333460_+,0.081356387,0,0.047093461,0,0,0
chr2_172782047_172844276_+,0,0.048920448,0,0,0,0
chr2_174223440_174224219_+,0.06101729,0,0.070640192,0,0,0
chr2_174227954_174230320_+,0.081356387,0,0,0,0,0
chr2_178305693_178326746_+,0,0.073380672,0,0,0,0
chr2_183600976_183608439_+,0,0.048920448,0,0,0,0
chr2_187604955_187618776_+,0.040678193,0,0,0,0,0
chr2_189248490_189348219_+,0,0.048920448,0,0,0,0
chr2_191765290_191796363_+,0,0.048920448,0,0,0,0
chr2_196544756_196545774_+,0.101695483,0,0,0,0,0
chr2_197755552_197763093_-,0,0,0.094186922,0,0,0
chr2_197777606_197786910_-,0.081356387,0,0.047093461,0,0,0
chr2_201721405_201722812_-,0.040678193,0,0,0,0,0
chr2_209138308_209153542_+,0.040678193,0,0,0,0,0
chr2_209163365_209167077_+,0.040678193,0,0,0,0,0
chr2_210962810_211019335_-,0,0,0.070640192,0,0,0
chr2_214174783_214215369_+,0,0.048920448,0,0,0.040181154,0
chr2_215632206_215657169_-,0.06101729,0,0.047093461,0,0,0
chr2_215632206_215661841_-,0.101695483,0,0.047093461,0.033979442,0,0
chr2_219394679_219399429_-,0,0.048920448,0,0,0,0
chr2_219613559_219614110_+,0.040678193,0,0,0,0,0
chr2_223773451_223783920_+,0.040678193,0,0,0,0,0
chr2_230666968_230672580_-,0,0.048920448,0,0,0,0
chr2_234343026_234347025_+,0,0,0,0,0.040181154,0
chr2_240929491_240961757_-,0.040678193,0,0,0,0,0
chr2_242282407_242283312_+,0.040678193,0,0,0,0,0
chr2_242346952_242352836_+,0.040678193,0,0,0,0,0
chr20_6011931_6012726_+,0.040678193,0,0,0,0,0
chr20_16506737_16509085_-,0,0.048920448,0,0,0,0
chr20_21306917_21349228_+,0,0,0.047093461,0,0,0
chr20_25397740_25405963_+,0,0.048920448,0,0,0,0
chr20_32996457_33001685_+,0,0.048920448,0,0,0,0
chr20_33027960_33030108_+,0.040678193,0,0,0,0,0
chr20_33954360_33981999_-,0.06101729,0,0,0,0,0
