,SRR5817025_2242-1_Hepa_Day_96,SRR5817026_2242-1_Hepa_Day_102,SRR5817027_2242-1_Hepa_Day_120,SRR5817028_2242-1_Hepa_Day_137,SRR5817029_2242-1_Hepa_Day_172,SRR5817030_2242-1_Hepa_Day_193,SRR5817031_2242-1_Hepa_Day_224,SRR5817032_2242-1_Hepa_Day_295,SRR5817033_2242-1_Hepa_Day_377,SRR5817034_2242-1_Hepa_Day_450,SRR5817035_2242-1_Hepa_Day_495,SRR5817036_8858-1_Hepa_Day_180,SRR5817037_8858-3_Hepa_Day_100,SRR5817038_8858-3_Hepa_Day_130,SRR5817039_8858-1_Thy1_Day_82,SRR5817040_8858-1_Thy1_Day_93,SRR5817041_8858-1_Thy1_Day_100,SRR5817042_8858-1_Thy1_Day_450,SRR5817043_2242-1_Thy1_Day_100,SRR5817044_2242-1_Thy1_Day_160,SRR5817045_2242-1_Thy1_Day_160b,SRR5817046_2242-1_Thy1_Day_250
chr3_15452752_15457449_-,0,0,0,0,0,0.0262985,0,0,0,0,0.027894449,0,0,0,0.107998842,0,0,0,0,0,0,0
chr3_155267576_155286113_+,0,0,0,0,0,0.0262985,0,0,0,0,0,0,0.446259166,0,0,0,0,0,0,0,0,0
chr3_155282704_155286113_+,0,0.02304275,0.053218644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr3_155481286_155485458_-,0,0,0,0,0,0,0,0,0,0,0.027894449,0,0,0,0,0,0,0,0,0.167643835,0.061430584,0
chr3_155545971_155551830_-,0.02129262,0,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr3_155547477_155551830_-,0,0,0.141916384,0,0,0,0,0.022532783,0,0.094441307,0,0,0.743765276,0,0.269997106,0.028011127,0.329079866,0.361788469,0.047202457,0,0.583590546,0.10264722
chr3_155547477_155560408_-,0,0.0460855,0,0,0,0,0.029967626,0,0,0,0,0,0,0,0,0.028011127,0,0,0,0,0.307152919,0
chr3_155628481_155643155_+,0,0,0.017739548,0.027445589,0,0,0.059935253,0,0.02936657,0.188882615,0,0.257244796,0,0,0.107998842,0,0,0,0,0,0.030715292,0
chr3_157839892_157841780_-,0,0,0,0.082336766,0,0,0,0,0,0,0,0,0.148753055,0,0,0,0,0,0,0,0,0
chr3_157839892_157921034_-,0.02129262,0.02304275,0.106437288,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr3_15793257_15855816_+,0,0,0,0,0,0,0,0,0.146832852,0,0,0,0.148753055,0,0,0,0,0,0,0,0.030715292,0
chr3_15836730_15855816_-,0,0,0,0,0,0,0,0,0,0.094441307,0.027894449,0,0,0,0,0,0,0,0.094404913,0,0,0
chr3_160131261_160141628_+,0,0,0,0.027445589,0,0,0,0,0,0,0,0,0.148753055,0,0,0.056022254,0,0,0,0,0,0
chr3_16327849_16345099_-,0,0,0.035479096,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr3_165208984_165229439_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028011127,0,0,0.188809827,0,0.030715292,0
chr3_167240103_167339431_+,0,0,0,0,0,0,0,0.022532783,0.176199423,0.094441307,0,0,0,0,0,0,0,0,0,0,0,0
chr3_167240103_167345080_-,0,0.02304275,0,0.027445589,0.022222874,0.0262985,0.119870505,0.045065565,0.058733141,0,0.027894449,0,0,0,0,0,0,0,0,0.167643835,0,0
chr3_167272438_167322256_+,0.02129262,0,0,0,0,0.052597001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr3_167272438_167345080_-,0.042585239,0,0,0.082336766,0,0.052597001,0,0.022532783,0,0,0,0.300118929,0,0,0,0,0,0,0,0,0,0
chr3_167272471_167345080_+,0,0,0,0.082336766,0,0,0.029967626,0,0,0,0.027894449,0,0,0,0,0,0,0,0,0,0,0
chr3_167319915_167345080_+,0,0,0,0,0,0.0262985,0.029967626,0.045065565,0,0.094441307,0.167366692,0,0,0,0,0,0,0.030149039,0.047202457,0.167643835,0,0
chr3_167728171_167742742_+,0,0.02304275,0,0.109782354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr3_167728548_167742783_-,0.063877859,0.0460855,0,0.027445589,0.022222874,0.0262985,0,0,0,0.094441307,0,0,0,0,0,0,0,0,0,0,0,0
chr3_167742314_167745583_-,0,0.0460855,0,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr3_167742314_167766153_-,0,0.092171,0.017739548,0.164673531,0,0,0,0,0,0,0.027894449,0.128622398,0,0,0,0,0,0,0,0,0.153576459,0
chr3_167754624_167762669_+,0,0,0,0,0,0,0.179805758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092145876,0
chr3_167754624_167766153_-,0.02129262,0,0.035479096,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0,0.094404913,0.335287669,0,0
chr3_169693396_169703653_+,0.02129262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0.10264722
chr3_169693396_169706147_+,0,0.02304275,0.035479096,0,0,0,0,0,0,0,0,0,0,0,0,0.028011127,0,0,0,0,0.061430584,0
chr3_169694734_169702977_+,0.106463098,0,0,0.274455886,0.133337242,0,0,0,0,0,0,0,0.29750611,0,0,0.028011127,0,0.090447117,0.047202457,0,0.215007043,0
chr3_169694734_169703653_-,0.02129262,0.0460855,0,0,0,0,0,0,0.02936657,0,0,0,0,0,0,0.08403338,0,0,0,0,0,0
chr3_169694734_169706147_+,0.042585239,0.184342,0.230614124,0.027445589,0,0,0,0.045065565,0.088099711,0.094441307,0.139472243,0,0.148753055,0,0.161998264,0.112044507,0,0,0.047202457,0,0.399298794,0
chr3_169700495_169706147_-,0,0,0,0,0,0,0,0.112663913,0,0,0,0,0,0,0,0,0,0.120596156,0,0,0,0
chr3_169814960_169847340_-,0,0,0,0,0,0,0,0.022532783,0,0,0,0.085748265,0.148753055,0,0,0,0,0,0,0,0.122861168,0
chr3_169814960_169854453_+,0,0,0,0,0,0,0,0.09013113,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0.061430584,0
chr3_169814960_169867032_-,0.02129262,0.02304275,0,0,0,0,0,0.022532783,0,0,0,0,0,0,0,0,0,0.060298078,0,0,0.092145876,0
chr3_169819966_169867032_+,0,0,0,0,0,0,0,0,0,0,0.027894449,0,0,0,0,0,0,0,0,0,0.061430584,0
chr3_169820267_169867032_-,0,0.02304275,0,0.109782354,0.044445747,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr3_169824620_169847340_-,0,0,0,0,0.044445747,0.0262985,0,0,0,0.094441307,0,0,0,0,0,0,0,0,0,0,0.092145876,0
chr3_169824620_169867032_-,0,0,0.017739548,0.109782354,0,0,0,0,0,0,0,0.128622398,0,0,0,0,0,0,0,0,0.092145876,0.513236102
chr3_169831148_169840532_-,0,0,0.035479096,0,0,0,0,0.112663913,0,0,0.027894449,0,0,0,0,0,0,0.090447117,0,0,0,0
chr3_169831148_169847340_-,0.042585239,0,0,0,0,0.105194001,0,0.022532783,0,0,0,0.214370663,0,0,0.053999421,0.028011127,0,0.060298078,0,0,0.552875254,0
chr3_169831148_169854453_+,0.149048337,0.02304275,0.230614124,0.027445589,0.222228736,0.236686503,0.539417273,0.202795043,0.176199423,0.188882615,0.111577795,0.042874133,0.148753055,0,0.107998842,0.08403338,0,0.060298078,0.28321474,0.335287669,1.290042259,0
chr3_169831148_169863309_-,0,0,0,0,0,0,0,0.112663913,0,0,0,0,0,0,0,0,0,0,0,0,0.153576459,0
chr3_169831148_169867032_+,0.127755717,0.06912825,0.159655932,0,0,0.131492501,0.209773384,0.09013113,0.058733141,0,0,0.042874133,0,0,0,0.08403338,0,0.030149039,0.14160737,0,0.430014086,0.10264722
chr3_169831148_169896726_-,0,0,0,0,0,0.0262985,0,0,0.02936657,0,0,0,0,0,0.323996527,0,0,0,0,0,0,0
chr3_169835014_169847340_+,0.042585239,0.02304275,0.035479096,0.109782354,0.111114368,0.078895501,0,0.045065565,0.088099711,0,0.027894449,0.085748265,0.148753055,0,0.161998264,0.056022254,0,0.030149039,0.047202457,0,0.675736421,0.10264722
chr3_169840379_169847340_-,0.255511435,0.368684,0.833758757,1.042932366,0.755577702,0.525970006,0.749190657,0.292926173,0.293665704,0.472206537,0.278944486,0.943230918,2.380048883,0.455029233,1.403984952,0.812322677,0,0.391937508,0.660834394,1.508794512,5.897336041,0.513236102
chr3_169840379_169854453_-,0.042585239,0.02304275,0,0.494020594,0,0.0262985,0,0,0,0.094441307,0.027894449,0,0,0,0.107998842,0,0,0,0.14160737,0,0.215007043,0
chr3_169840379_169863309_-,0,0,0,0,0.044445747,0,0.269708636,0.045065565,0.088099711,0,0,0,0,0,0,0,0,0.030149039,0,0,0.307152919,0
chr3_169840379_169867032_+,0.02129262,0,0,0.329347063,0,0.105194001,0,0.045065565,0,0,0,0,0,0,0,0.056022254,0,0.090447117,0,0,0.030715292,0.10264722
chr3_169846472_169854453_+,0,0.06912825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr3_169846472_169863309_-,0,0.02304275,0.017739548,0,0,0.052597001,0,0,0,0.094441307,0,0,0,0,0,0.028011127,0,0,0,0,0.092145876,0
chr3_169846472_169867032_-,0,0,0.017739548,0,0,0.052597001,0.059935253,0,0.02936657,0,0.027894449,0.085748265,0,0,0,0,0,0,0,0,0.122861168,0
chr3_169846472_169896726_-,0,0,0,0.027445589,0,0,0,0,0,0,0,0,0,0,0.161998264,0,0,0.060298078,0,0,0.030715292,0
chr3_169854207_169867032_-,0.042585239,0.0460855,0.070958192,0.027445589,0.022222874,0.157791002,0.089902879,0,0.088099711,0.094441307,0.111577795,0.085748265,0.29750611,0,0,0,0,0.060298078,0.188809827,0,0.399298794,0
chr3_169854207_169896726_-,0,0.02304275,0.035479096,0.054891177,0.066668621,0.0262985,0,0.067598348,0.02936657,0,0.055788897,0,0,0,0.107998842,0,0,0.060298078,0.047202457,0,0.399298794,0
chr3_169863211_169867032_+,0.042585239,0,0,0,0,0,0,0,0.02936657,0,0.027894449,0,0,0,0,0,0,0.030149039,0,0,0.030715292,0.10264722
chr3_169863211_169896726_-,0.02129262,0.06912825,0.053218644,0,0.022222874,0,0.029967626,0,0.02936657,0,0,0,0.148753055,0,0,0,0,0,0.047202457,0.167643835,0.092145876,0.10264722
chr3_169866874_169896726_-,0.02129262,0,0,0,0,0,0,0,0,0,0.055788897,0,0,0,0,0,0,0,0,0,0,0
chr3_169889161_169896726_+,0.02129262,0,0.124176836,0,0,0.0262985,0.029967626,0,0,0,0,0.085748265,0,0,0,0,0,0.030149039,0,0.167643835,0.030715292,0
chr3_170077487_170109048_+,0.02129262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0,0
chr3_17051166_17056403_+,0,0.02304275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028011127,0,0,0.188809827,0,0.030715292,0
chr3_17051166_17084441_-,0,0.02304275,0.035479096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0,0
chr3_170855980_170885059_+,0,0,0,0,0,0,0,0,0,0,0.027894449,0,0,0,0,0,0,0,0.094404913,0,0,0
chr3_170855980_170912424_-,0,0.02304275,0,0,0,0.341880504,0,0,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0,0
chr3_170875249_170885059_-,0,0.02304275,0,0,0,0.052597001,0,0,0,0,0.055788897,0.042874133,0,0,0,0.112044507,0,0,0,0,0,0
chr3_170875249_170912424_-,0,0.02304275,0.035479096,0,0,0,0,0.022532783,0,0,0,0,0,0,0.053999421,0,0,0,0,0,0,0
chr3_171965323_171969331_-,0.851704783,0.737367999,0.798279661,0.109782354,0.088891494,0.552268506,0.23974101,0.405590086,0.176199423,0.188882615,0.41841673,0.471615459,0.892518331,0.68254385,0.053999421,0.168066761,0,0.33163943,0.188809827,0.335287669,0.215007043,0.205294441
chr3_171965323_171979873_+,0,0,0,0,0,0,0.149838131,0.022532783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr3_171965323_172003774_+,0.234218815,0.25347025,0.106437288,0,0.022222874,0.131492501,0.059935253,0.067598348,0.02936657,0.094441307,0.083683346,0,0.148753055,0.455029233,0,0.028011127,0.329079866,0.180894234,0.047202457,0,0.030715292,0
chr3_171965323_172016577_+,0,0.1382565,0.017739548,0,0.022222874,0.078895501,0,0.045065565,0.058733141,0.188882615,0.027894449,0,0,0,0.053999421,0,0,0,0.047202457,0,0,0
chr3_171965323_172028671_-,0.063877859,0.02304275,0.141916384,0,0,0.0262985,0,0.045065565,0.02936657,0,0.027894449,0,0,0,0,0,0,0.030149039,0,0,0,0
chr3_171969050_172025291_+,0,0,0,0,0.022222874,0,0,0,0,0.094441307,0.027894449,0.128622398,0,0,0,0,0,0,0,0,0,0
chr3_171969050_172028671_+,0.042585239,0.06912825,0.035479096,0.137227943,0.222228736,0.131492501,0,0.022532783,0.088099711,0,0.111577795,0.128622398,0,0,0,0,0,0.030149039,0.14160737,0,0.030715292,0
chr3_172479400_172501699_+,0,0,0.017739548,0,0,0,0,0,0,0,0,0.171496531,0,0,0,0,0,0,0,0,0,0
chr3_173322069_173322881_+,0,0,0,0,0,0.052597001,0,0,0,0,0,0,0,0,0,0.112044507,0,0,0,0,0,0
chr3_174241203_174271547_-,0,0,0,0.054891177,0,0,0.029967626,0,0.02936657,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr3_176763917_176782810_+,0,0.1382565,0,0,0,0,0,0,0,0,0,0,0.148753055,0,0,0,0,0,0,0,0,0
chr3_178626310_178627494_-,0,0,0.035479096,0,0,0,0.029967626,0.09013113,0,0,0.027894449,0,0,0,0,0,0,0.120596156,0,0,0.061430584,0
chr3_179131200_179137293_+,0.042585239,0,0,0,0,0,0,0,0,0,0,0,0.148753055,0,0,0,0,0,0,0,0,0
chr3_179533649_179597911_+,0,0,0.017739548,0,0,0,0,0,0,0,0,0.042874133,0.29750611,0,0,0,0,0,0,0,0,0
chr3_179537648_179605572_-,0,0.0460855,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr3_179576850_179605572_+,0,0,0.035479096,0,0,0,0,0,0,0,0,0.042874133,0,0,0,0,0,0.030149039,0,0,0,0
chr3_180651122_180688146_-,0.02129262,0,0.017739548,0,0,0,0,0,0,0,0.083683346,0,0,0,0,0,0,0,0,0,0,0
chr3_180665653_180667131_+,0,0,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr3_180977507_180977867_-,0,0,0,0.082336766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0,0
chr3_182804481_182810333_-,0.02129262,0,0.017739548,0,0,0,0,0,0,0,0,0,0.148753055,0.455029233,0,0,0,0,0,0,0,0
chr3_182870163_182872179_-,0,0,0,0,0,0,0,0.022532783,0,0,0,0,0,0,0,0.112044507,0,0,0,0,0,0
chr3_183361268_183369064_-,0,0.02304275,0.017739548,0,0,0,0.269708636,0,0,0,0.055788897,0,0,0,0,0,0,0.030149039,0.094404913,0.167643835,0.030715292,0
chr3_183361268_183390272_-,0.02129262,0,0,0.274455886,0.111114368,0.078895501,0.089902879,0.022532783,0,0.094441307,0.083683346,0.214370663,0.148753055,0,0.107998842,0,0,0.150745195,0.330417197,0,0.245722335,0
chr3_183368084_183369064_-,0,0,0.212874576,0.082336766,0,0,0.149838131,0,0,0,0.055788897,0,0,0,0,0.028011127,0,0.030149039,0,0,0.061430584,0
chr3_183368084_183381430_+,0,0,0.035479096,0,0,0,0,0,0,0,0,0,0.148753055,0,0,0,0,0,0,0,0,0
chr3_183368084_183382827_-,0.02129262,0,0,0,0,0,0,0,0,0,0.055788897,0,0,0,0,0,0,0,0.094404913,0,0,0
chr3_183368084_183390272_-,0.063877859,0.092171,0.337051413,0,0,0,0,0,0.02936657,0,0.083683346,0.042874133,0.892518331,0,0.107998842,0,0,0.452235586,0.14160737,0.335287669,0.399298794,0.10264722
chr3_183381246_183390272_+,0,0,0,0,0,0,0,0.09013113,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0,0
chr3_183427957_183446639_+,0,0,0,0,0,0,0,0,0,0,0.027894449,0,0,0,0,0,0,0,0.236012284,0,0,0
chr3_183435439_183446639_-,0,0,0.035479096,0,0,0,0,0,0,0,0,0,0.29750611,0,0,0,0,0,0.094404913,0,0.030715292,0
chr3_183435439_183470041_+,0,0,0,0,0,0.105194001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122861168,0
chr3_183435439_183480067_+,0,0,0.017739548,0,0,0,0,0.067598348,0,0,0,0,0,0,0.053999421,0,0,0,0.047202457,0,0.061430584,0
chr3_183454506_183472153_-,0.063877859,0,0.26609322,0,0,0,0,0.045065565,0,0,0.027894449,0.042874133,0.148753055,0,0,0,0,0,0,0,0.030715292,0
chr3_183454506_183480067_+,0.042585239,0.06912825,0.17739548,0,0,0.0262985,0,0.045065565,0.02936657,0.094441307,0.027894449,0.171496531,0,0,0,0.112044507,0,0.271341352,0,0.335287669,0.368583503,0
chr3_183454506_183504089_-,0.042585239,0,0,0,0,0,0,0,0.058733141,0,0,0,0,0,0,0,0,0,0,0,0.122861168,0
chr3_183465460_183472153_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224089014,0,0,0,0,0.061430584,0
chr3_183465460_183474477_+,0,0,0,0,0,0,0.029967626,0,0,0,0,0,0,0,0,0.056022254,0,0,0,0,0,0
chr3_183465460_183480067_+,0.063877859,0.11521375,0.070958192,0,0,0.262985003,0.209773384,0.067598348,0,0,0.055788897,0.385867194,0,0,0.43199537,0,0,0.241192312,0.188809827,0,0.49144467,0
chr3_183465460_183493911_+,0,0.0460855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr3_183465460_183495488_+,0,0,0,0,0,0.078895501,0,0,0,0,0,0.128622398,0,0,0,0,0,0,0,0,0.030715292,0
chr3_183465460_183504089_-,0.042585239,0,0,0,0,0,0,0,0,0,0,0,0.29750611,0,0,0,0,0,0,0,0.122861168,0
chr3_183469861_183476753_+,0,0.02304275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205294441
chr3_183469861_183480067_+,0.063877859,0.02304275,0.372530509,0,0,0.052597001,0,0.045065565,0,0,0.027894449,0.214370663,0,0,0,0,0,0.030149039,0.188809827,0,0.245722335,0.10264722
chr3_183471914_183476753_+,0,0,0,0,0,0.052597001,0,0,0,0,0,0.085748265,0,0,0,0,0,0,0,0,0.122861168,0
chr3_185307902_185331196_-,0,0,0.532186441,0,0,0.078895501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092145876,0
chr3_185316200_185331196_-,0.042585239,0.06912825,0.017739548,0,0,0,0,0.022532783,0,0,0.083683346,0,0,0,0,0,0,0,0.094404913,0,0,0
chr3_185797606_185798964_+,0,0,0.035479096,0,0.133337242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047202457,0,0,0
chr3_188326949_188327632_+,0,0.02304275,0.035479096,0,0,0,0.059935253,0.022532783,0,0,0,0.171496531,0,0,0,0,0,0,0,0,0,0
chr3_194147804_194171005_+,0.02129262,0.0460855,0,0,0,0,0,0,0,0,0,0,0.148753055,0,0,0,0,0,0,0,0,0
chr3_194154501_194171005_-,0,0,0,0,0.133337242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr3_195006525_195112876_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168066761,0,0,0,0,0.061430584,0
chr3_195243640_195256702_+,0,0,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153576459,0
chr3_195686054_195686957_+,0.02129262,0,0.053218644,0,0,0.0262985,0,0,0.058733141,0,0,0,0,0,0,0,0,0,0,0,0,0
chr3_195798874_195803993_+,0,0,0,0.137227943,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0.060298078,0,0,0,0
chr3_195800801_195803993_+,0,0,0.08869774,0,0,0,0,0.022532783,0,0,0,0,0,0,0,0,0,0,0.14160737,0,0,0
chr3_196198511_196215554_+,0,0,0,0,0,0,0,0,0,0,0,0.085748265,0,0,0,0,0,0,0,0,0.092145876,0
chr3_196210641_196215554_-,0,0,0,0,0,0,0,0.067598348,0,0,0.027894449,0,0,0,0,0,0,0,0.047202457,0,0.061430584,0
chr3_196214270_196215554_+,0,0.0460855,0.08869774,0.027445589,0,0.0262985,0,0.045065565,0,0.094441307,0,0.042874133,0,0,0,0.028011127,0,0.060298078,0.047202457,0,0.122861168,0
chr3_196533450_196534785_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0.205294441
chr3_196533450_196539722_+,0,0.02304275,0.053218644,0,0,0,0.029967626,0,0,0,0.027894449,0,0,0,0,0,0,0.030149039,0,0,0,0
chr3_196831774_196846401_-,0,0,0,0,0,0,0,0,0,0,0.083683346,0,0,0,0,0,0,0,0,0,0.061430584,0
chr3_196831774_196869639_-,0,0,0,0.082336766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr3_196846281_196869639_-,0,0,0,0,0.044445747,0,0.029967626,0,0,0,0,0,0,0,0,0,0,0,0.047202457,0,0.092145876,0
chr3_196857398_196876667_-,0,0.02304275,0,0,0,0,0,0.067598348,0.02936657,0,0,0,0.148753055,0,0,0.08403338,0,0.030149039,0,0,0,0
chr3_197541779_197547301_-,0.02129262,0.06912825,0.053218644,0,0.066668621,0,0,0,0,0,0.027894449,0.042874133,0,2.957690017,0.107998842,0.056022254,0,0,0,0,0.030715292,0
chr3_197541779_197556544_-,0.02129262,0,0.035479096,0.247010297,0,0,0,0,0.02936657,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr3_197541779_197557734_+,0,0,0.035479096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0.061430584,0
chr3_197541779_197559188_+,0,0.0460855,0.035479096,0,0,0.105194001,0,0,0.058733141,0,0,0.042874133,0.148753055,0,0,0.028011127,0,0.030149039,0,0.502931504,0.061430584,0
chr3_197541779_197602646_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0.061430584,0
chr3_197553749_197566268_-,0,0,0.053218644,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr3_197592294_197602646_-,0,0,0,0,0,0,0,0.022532783,0,0,0.055788897,0.042874133,0,0,0,0,0,0.060298078,0,0,0.061430584,0
chr3_20215741_20219839_+,0,0,0,0,0.044445747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr3_27418207_27465643_+,0,0,0.070958192,0,0,0,0,0,0,0,0,0,0.148753055,0,0.269997106,0.028011127,0,0,0.14160737,0,0,0
chr3_27420740_27465643_+,0,0.0460855,0.141916384,0,0,0,0,0,0,0,0,0,0.148753055,0,0,0.028011127,0,0,0.236012284,0.335287669,0.122861168,0.205294441
chr3_27420740_27493989_+,0,0,0,0,0,0,0,0,0,0,0,0.085748265,0,0,0,0.028011127,0,0,0.094404913,0,0.092145876,0
chr3_27453133_27493989_+,0,0.0460855,0.035479096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr3_27475407_27493989_+,0,0.02304275,0,0,0,0,0,0,0,0,0,0.042874133,0.148753055,0,0,0.08403338,0,0,0.188809827,0,0.061430584,0.10264722
chr3_27758391_27761816_+,0,0,0,0,0,0,0,0,0,0.094441307,0,0,0,0,0,0,0,0,0.094404913,0,0.030715292,0
chr3_3197903_3215945_-,0,0.06912825,0.053218644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0.061430584,0
chr3_32774915_32778982_-,0,0,0,0,0,0,0,0.022532783,0,0,0,0,0,0,0,0.056022254,0,0,0,0,0,0
chr3_33434055_33467233_-,0,0,0.017739548,0,0,0,0,0.067598348,0,0,0,0,0,0,0,0,0,0,0,0.167643835,0.215007043,0
chr3_33441681_33467233_-,0.02129262,0,0.035479096,0,0.133337242,0,0,0.09013113,0.02936657,0.094441307,0,0,0,0,0,0.028011127,0,0,0.14160737,0,0.215007043,0
chr3_33450182_33467233_+,0,0,0.212874576,0,0,0.0262985,0,0.022532783,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0,0
chr3_33450728_33467233_+,0,0,0,0,0,0,0,0,0.02936657,0.094441307,0.027894449,0.042874133,0,0,0,0.028011127,0,0.030149039,0.28321474,0.167643835,0.030715292,0
chr3_33453073_33467233_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0.061430584,0
chr3_33648083_33668572_+,0,0,0.017739548,0,0,0,0,0.045065565,0,0,0,0,0,0,0,0,0,0.060298078,0,0,0,0
chr3_33648083_33673863_+,0,0,0,0,0,0,0,0,0,0,0.027894449,0,0,0,0.107998842,0,0,0,0,0,0,0
chr3_33648083_33673866_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502931504,0.030715292,0
chr3_37100281_37125297_-,0.042585239,0,0,0,0.133337242,0,0,0,0.058733141,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr3_37317310_37318008_+,0,0,0.035479096,0.027445589,0.022222874,0,0,0,0,0,0,0,0.148753055,0,0,0,0,0.030149039,0,0,0.153576459,0
chr3_37323449_37343823_+,0,0,0,0.109782354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122861168,0
chr3_37340462_37357071_+,0,0,0,0.027445589,0.044445747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr3_37343676_37363377_+,0.042585239,0.0460855,0,0.137227943,0,0,0,0,0,0,0.027894449,0.171496531,0,0,0,0,0,0,0,0,0.030715292,0
chr3_37360554_37370584_-,0,0,0,0,0,0,0.029967626,0,0,0,0,0,0,0,0,0.056022254,0,0,0,0,0,0.10264722
chr3_39111134_39126232_-,0,0.0460855,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr3_42660512_42674315_-,0,0,0.035479096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr3_43591212_43607219_-,0,0.02304275,0,0,0,0,0,0.09013113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr3_43591212_43621964_-,0.02129262,0,0.017739548,0,0.155560115,0,0.059935253,0.045065565,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0,0
chr3_44396231_44442826_+,0,0,0,0,0,0,0,0,0,0,0,0,0.29750611,0,0,0,0,0,0,0,0.061430584,0
chr3_44399233_44409200_-,0,0,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060298078,0,0,0,0
chr3_44402857_44409200_-,0,0,0,0,0,0,0,0,0,0,0.027894449,0,0,0,0,0,0,0,0.094404913,0,0,0
chr3_44683392_44688149_-,0.02129262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060298078,0,0,0.030715292,0
chr3_44826337_44869792_+,0.02129262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0,0
chr3_47079156_47088111_-,0,0.02304275,0.141916384,0,0,0.184089502,0,0.067598348,0.058733141,0,0,0.042874133,0.29750611,5.232836184,0,0,0,0,0.094404913,0,0,0.10264722
chr3_47079156_47103836_+,0,0,0,0,0.044445747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
